Subject,Type,RMSD.copx.IMF2,RMSD.copy.IMF5,RMSD.copy.IMF6,ApEn.copx.IMF2,ApEn.copy.IMF4,ApEn.copy.IMF5,SampEn.copy.IMF5,SampEn.copy.IMF7,POWER.copy.IMF5,POWER.copy.IMF6,MF.copy.IMF4,MF.copy.IMF5
106,Old,0.514967202,0.246750209,0.242332892,0.214207101,0.073432794,0.037979996,0.036545219,0.008222983,365.9845712,347.6258189,0.283333333,0.183333333
106,Old,0.433220177,0.471090305,0.148751366,0.201409012,0.064505533,0.032326178,0.031567793,0.004266591,1310.219245,131.2057106,0.3,0.166666667
106,Old,0.355647276,0.2348887,0.18624858,0.285894941,0.054533907,0.03651969,0.03743829,0.006360681,334.7142953,201.4809367,0.266666667,0.183333333
107,Old,0.367532418,0.215824791,0.393719395,0.157935549,0.042248858,0.023081889,0.023067856,0,282.2604387,1055.813383,0.216666667,0.116666667
107,Old,0.330836226,0.308023814,0.325705621,0.178562218,0.045966128,0.02390351,0.023802634,0,574.2199667,675.5869317,0.233333333,0.133333333
107,Old,0.459139602,0.449279284,0.227768303,0.12765374,0.034312038,0.019964996,0.020477097,0,1218.624704,337.5978566,0.166666667,0.1
111,Old,0.646168687,0.336022672,0.328509681,0.191058308,0.063882435,0.026427788,0.026315722,0.006582659,696.7650241,648.1666013,0.316666667,0.133333333
111,Old,0.366102486,0.219569059,0.332721482,0.290821795,0.066107412,0.038431797,0.038413531,0.005225511,294.2728622,686.7283516,0.316666667,0.183333333
111,Old,0.386050571,0.180409961,0.256864216,0.255588805,0.067151145,0.035091299,0.035052653,0.006356961,199.5951808,405.7550275,0.316666667,0.166666667
112,Old,0.242303432,0.454034249,0.294513661,0.269248122,0.050392878,0.027081732,0.026731982,0.005901582,1258.453382,528.5738781,0.233333333,0.133333333
112,Old,0.325987362,0.431408132,0.414471227,0.273048779,0.040485151,0.02728012,0.026729284,0.003528983,1136.380217,1059.266399,0.183333333,0.133333333
112,Old,0.334741262,0.304842528,0.332150658,0.22679744,0.046748443,0.030331293,0.025358974,0.010241365,569.0467676,672.7589381,0.216666667,0.15
120,Old,0.25393492,0.385026885,0.318856194,0.191458788,0.033395847,0.01647726,0.01605807,0.002944192,913.36605,573.5121874,0.166666667,0.083333333
120,Old,0.151125181,0.334841157,0.237538563,0.300092656,0.047058303,0.025957077,0.02534954,0.004697091,680.4785668,367.9439372,0.233333333,0.133333333
120,Old,0.325464671,0.313707835,0.180596733,0.142004727,0.041802212,0.020591407,0.020897486,0.004902031,602.8494548,202.0841168,0.2,0.1
133,Old,0.305115771,0.18366533,0.190771566,0.2979577,0.055097985,0.031970648,0.03025036,0.005069443,203.4006815,222.1109613,0.266666667,0.166666667
133,Old,0.275914962,0.210761346,0.126124539,0.317952759,0.06196007,0.032590322,0.032886372,0.008056152,270.4707377,95.5011351,0.283333333,0.15
133,Old,0.346784748,0.255180363,0.310564429,0.325839962,0.056149457,0.031821655,0.030787441,0.003086551,399.1342861,546.9830214,0.266666667,0.15
145,Old,0.485109624,0.310760293,0.277479801,0.183442812,0.057950684,0.036744959,0.037615899,0.006442725,579.8040366,468.8820349,0.25,0.183333333
145,Old,0.384848648,0.353220556,0.206552193,0.20314841,0.040476808,0.021998217,0.021495151,0.00370138,767.5785431,276.4342454,0.183333333,0.116666667
145,Old,0.427065432,0.340027415,0.271639078,0.174111719,0.055332231,0.028680829,0.02221452,0,705.297108,474.4948114,0.266666667,0.15
146,Old,0.477763195,0.399159977,0.304611541,0.20585908,0.04449245,0.01770063,0.015142568,0,947.6892876,594.9207357,0.2,0.1
146,Old,0.551566525,0.490293658,0.228449715,0.170303599,0.037440956,0.015865457,0.015197366,0.005250115,1394.545386,335.6780166,0.166666667,0.083333333
146,Old,0.464012121,0.453101951,0.285098207,0.176332325,0.043949445,0.021930007,0.021893994,0.005258383,1248.575869,500.9023753,0.216666667,0.116666667
148,Old,0.365624024,0.273271553,0.503063722,0.192997786,0.043350321,0.031206419,0.026928698,0.004825906,453.9647315,1413.77089,0.216666667,0.15
148,Old,0.251853316,0.253770052,0.327545793,0.273898075,0.050866471,0.028735565,0.028806825,0.005131726,392.7130946,654.9139013,0.25,0.133333333
148,Old,0.235101099,0.365664526,0.275073019,0.255696726,0.041084564,0.019279924,0.018379986,0.004951277,830.6744002,459.188406,0.183333333,0.1
151,Old,0.404835996,0.187191688,0.275722264,0.226957562,0.052494657,0.031426796,0.028249742,0,211.7321123,472.1914379,0.233333333,0.15
151,Old,0.31762732,0.314310202,0.285041934,0.207318424,0.057243875,0.029010743,0.028352935,0.010802986,598.356507,502.0550743,0.3,0.15
151,Old,0.23581918,0.183277689,0.159037279,0.285216844,0.052458828,0.024995588,0.026029887,0,192.3249784,155.1303087,0.25,0.133333333
153,Old,0.619072759,0.296276814,0.418769186,0.153395081,0.047456934,0.021978919,0.022853683,0.005720751,537.946165,1044.239644,0.233333333,0.116666667
153,Old,0.32536273,0.317110925,0.264500309,0.240037081,0.049366991,0.021916519,0.020919763,0,614.5365555,431.2683061,0.233333333,0.116666667
153,Old,0.302019566,0.271234494,0.283201031,0.19216305,0.058103184,0.027164975,0.025990849,0.003015778,445.0588635,484.5632961,0.3,0.133333333
154,Old,0.397911446,0.363414113,0.21911121,0.226986777,0.042712086,0.019098532,0.018596974,0.004927727,801.2707853,302.2819457,0.216666667,0.083333333
154,Old,0.460050505,0.274934042,0.268560351,0.187260446,0.050099298,0.030314208,0.030068236,0.007400946,456.6963854,455.056734,0.266666667,0.15
154,Old,0.480223905,0.676997617,0.415210136,0.222296392,0.045276297,0.022068702,0.018841398,0.004639907,2779.02585,1125.04103,0.233333333,0.116666667
155,Old,0.463763475,0.57886462,0.35444577,0.156040127,0.046281871,0.02189503,0.022156145,0.003358259,2048.283064,785.2839918,0.233333333,0.1
155,Old,0.613495434,0.450209733,0.436478932,0.095175314,0.040135714,0.021058036,0.019781818,0.004478457,1223.150465,1181.928899,0.183333333,0.1
155,Old,0.503174025,0.387307893,0.41056697,0.138187065,0.034326274,0.018152779,0.018116438,0.006083649,947.5882861,1063.750021,0.166666667,0.066666667
156,Old,0.336725884,0.195088386,0.288300404,0.21922679,0.051174515,0.028453743,0.028680504,0.006297184,231.1600302,463.2561309,0.25,0.15
156,Old,0.2098827,0.2324496,0.09492067,0.2732295,0.04426634,0.02857327,0.02886551,0.005002569,1.166667,0.95,,
156,Old,0.3322819,0.1819012,0.2538315,0.2010662,0.06066774,0.02952221,0.02878938,0.004855967,202.8781,401.6331,0.2833333,0.15
158,Old,0.266809741,0.176128769,0.271221457,0.268565181,0.046422083,0.027371371,0.027546298,0,190.2989937,451.1092831,0.216666667,0.133333333
158,Old,0.363486384,0.183471768,0.251326888,0.232371308,0.047361776,0.02317155,0.023846706,0,202.3186744,418.4559726,0.233333333,0.116666667
158,Old,0.3060229,0.2009793,0.08418406,0.2487761,0.04597784,0.02892619,0.02896001,0.008221503,246.9915,44.16973,0.2333333,0.1333333
