Subject,Type,RMSD.copx.IMF2,RMSD.copy.IMF5,RMSD.copy.IMF6,ApEn.copx.IMF2,ApEn.copy.IMF4,ApEn.copy.IMF5,SampEn.copy.IMF5,SampEn.copy.IMF7,POWER.copy.IMF5,POWER.copy.IMF6,MF.copy.IMF4,MF.copy.IMF5
157,Fall,0.262645504,0.275783547,0.138666047,0.29345136,0.057927794,0.03390987,0.035341271,0.006348068,464.2905573,117.0045219,0.283333333,0.166666667
14,Old,0.514243081,0.280471772,0.550215778,0.265513626,0.073531139,0.035800983,0.035117756,0.006303721,476.7518303,1880.623926,0.35,0.183333333
14,Old,0.349436819,0.406782893,0.371884838,0.26911647,0.054385551,0.02341112,0.023338596,0.005380901,981.054002,856.0924761,0.266666667,0.133333333
14,Old,0.394946395,0.557264371,0.398289605,0.251536453,0.05595021,0.030901372,0.030572761,0.004948961,1895.212178,987.9607649,0.283333333,0.15
41,Old,0.309146134,0.15931145,0.401611867,0.217835516,0.037174153,0.027975377,0.027188103,0.003194452,155.3224877,1073.597913,0.166666667,0.133333333
41,Old,0.56021005,0.449547318,0.375597878,0.127427535,0.044761441,0.020577302,0.02038659,0.008830024,1238.356234,881.6919131,0.233333333,0.1
41,Old,0.301901345,0.317230535,0.172845037,0.186504947,0.059024813,0.027591453,0.029237362,0,570.8880491,193.0242687,0.3,0.133333333
42,Old,0.559920322,0.688337596,0,0.126522777,0.032725745,0.009442182,0.00834562,0,3051.322406,0,0.166666667,0.05
42,Old,0.404652894,0.360273091,0.773157589,0.132259399,0.035037598,0.013149708,0.012789047,0,767.8918205,4094.213954,0.166666667,0.066666667
42,Old,0.442360139,0.271213787,0.371153264,0.120084804,0.046915556,0.021431317,0.020851805,0.003707278,445.6739826,903.2859042,0.233333333,0.116666667
43,Old,0.259644252,0.120123452,0.157355632,0.259997578,0.046424043,0.034265054,0.025931834,0.00868654,86.68530859,156.7724374,0.2,0.183333333
43,Old,0.243387432,0.186804212,0.12378965,0.255302178,0.052003686,0.027747837,0.027835684,0.005988749,211.346736,95.21520153,0.266666667,0.133333333
43,Old,0.225199467,0.165744401,0.069524491,0.27956151,0.052753215,0.029444422,0.026773176,0.00497896,165.1130708,29.25412566,0.25,0.15
44,Old,0.171325052,0.208340338,0.177694302,0.324088876,0.088265262,0.043476998,0.043792373,0.008928117,260.7684539,195.1868806,0.416666667,0.216666667
44,Old,0.194094414,0.200956367,0.144883737,0.207388994,0.068651071,0.034810564,0.033506526,0.010848043,244.9997562,127.6721764,0.316666667,0.183333333
44,Old,0.135493692,0.196458771,0.170035984,0.315647397,0.080382897,0.044266855,0.044284982,0.011972988,235.6646234,178.9791151,0.366666667,0.2
45,Old,0.316329933,0.431126306,0.202012835,0.206573783,0.063984482,0.025672412,0.026923276,0.008433497,1114.856647,239.8595745,0.316666667,0.133333333
45,Old,0.200609588,0.302234821,0.292297241,0.269917024,0.041422847,0.017937339,0.016158994,0,564.2043926,561.2154695,0.216666667,0.1
