Subject,Type,x.0.1,x.1.1,x.2.1,x.3.1,x.4.1,x.5.1,x.6.1,y.0.1,y.1.1,y.2.1,y.3.1,y.4.1,y.5.1,y.6.1,x.0.4,x.1.4,x.2.4,x.3.4,x.4.4,x.5.4,x.6.4,y.0.4,y.1.4,y.2.4,y.3.4,y.4.4,y.5.4,y.6.4,x.0.5,x.1.5,x.2.5,x.3.5,x.4.5,x.5.5,x.6.5,y.0.5,y.1.5,y.2.5,y.3.5,y.4.5,y.5.5,y.6.5,x.0.3,x.1.3,x.2.3,x.3.3,x.4.3,x.5.3,x.6.3,y.0.3,y.1.3,y.2.3,y.3.3,y.4.3,y.5.3,y.6.3,x.0.2,x.1.2,x.2.2,x.3.2,x.4.2,x.5.2,x.6.2,y.0.2,y.1.2,y.2.2,y.3.2,y.4.2,y.5.2,y.6.2
72,Fall,0.891934568,0.181619173,0.394331412,0.542951598,0.311638774,0.23677146,0.140376647,0.53235494,0.069994155,0.163310091,0.260502632,0.245309458,0.204145739,0.234568651,0.216217437,0.588857668,0.306484318,0.117779927,0.068924531,0.031803324,0.021821663,0.142875279,0.562211639,0.285057658,0.122714278,0.067864091,0.033813,0.011776583,0.587351042,0.526387999,0.286214426,0.113248555,0.067413291,0.027521858,0.022776512,0.380086489,0.444286171,0.230566886,0.111997541,0.066106198,0.034521851,0.011621806,4771.850809,197.9811569,933.4713881,1770.382351,582.1847263,340.2971612,119.8607166,1697.14971,29.39855416,160.1226775,406.7435868,361.7067332,250.6811801,348.6854297,0.5,2.683333333,1.05,0.5,0.333333333,0.166666667,0.116666667,0.35,2.433333333,0.883333333,0.516666667,0.316666667,0.183333333,0.066666667
75,Fall,0.838918375,0.245056405,0.33380002,0.384685183,0.284446145,0.412682544,0.197610333,0.824624638,0.238860666,0.255095897,0.282411697,0.468995632,0.336294593,0.307754678,0.148293264,0.419508686,0.225257067,0.094496315,0.04908036,0.023457994,0.012173059,0.092849781,0.185899817,0.171863052,0.103336117,0.03920254,0.024028176,0.011621213,0.429378964,0.318698599,0.193320212,0.09212956,0.044054978,0.023356411,0.00840555,0.32034028,0.092651002,0.1335391,0.104104462,0.041213461,0.023066118,0.010129593,4133.562362,360.5108486,668.5030455,887.9903423,485.7402549,1035.616225,239.9734644,3975.380064,342.0781715,391.0288485,478.7520993,1347.413928,692.712264,554.3533936,0.366666667,1.45,0.85,0.433333333,0.25,0.116666667,0.066666667,0.266666667,0.666666667,0.65,0.433333333,0.183333333,0.116666667,0.066666667
75,Fall,0.940528247,0.237813193,0.333455966,0.400801823,0.398285194,0.208551238,0.440000965,0.773996801,0.108334475,0.28713511,0.227582474,0.313210752,0.374106767,0.238275889,0.133856955,0.467685968,0.22408982,0.083865677,0.029826773,0.016277398,0.006129154,0.108785701,0.464391563,0.228295206,0.104831386,0.058306347,0.0296044,0.013595679,0.455850303,0.387539193,0.181895473,0.079215364,0.030347868,0.015921928,0.005272598,0.378661877,0.289487528,0.180617177,0.100085431,0.058300523,0.028855576,0.013617749,4757.492811,339.4868001,667.4516494,962.1965914,956.1491869,270.2919945,1278.710696,3434.472038,70.47815025,495.070319,311.1940444,588.5775479,849.8267722,336.2581894,0.25,1.616666667,0.883333333,0.416666667,0.15,0.083333333,0.033333333,0.25,1.866666667,0.883333333,0.466666667,0.283333333,0.133333333,0.066666667
75,Fall,0.830503283,0.197423271,0.226093831,0.33083693,0.401081008,0.468595527,0.109318468,0.750096836,0.143548906,0.203739788,0.351786917,0.456377274,0.396334099,0.18983031,0.127316594,0.462340606,0.25151477,0.100528555,0.043686884,0.019622967,0.020111764,0.096317768,0.355767428,0.232568746,0.080933732,0.039531026,0.021300378,0.012335813,0.480254175,0.346020775,0.230797805,0.09197357,0.043522514,0.016754473,0.019666394,0.397217251,0.202691919,0.200943895,0.075384385,0.039624713,0.02103931,0.011246572,4205.313957,233.6393855,306.838125,656.313555,974.2193477,1341.280744,70.92607209,3385.096489,123.7317924,249.7687107,750.5268133,1276.704835,957.6375183,220.6657792,0.25,1.633333333,0.933333333,0.466666667,0.2,0.1,0.1,0.216666667,1.166666667,0.8,0.35,0.166666667,0.1,0.066666667
78,Fall,0.910610796,0.12973059,0.3729276,0.396842609,0.421658583,0.407557671,0.306462557,0.867855786,0.067394431,0.126127658,0.603985778,0.343211128,0.291113252,0.437738603,0.113245274,0.477452845,0.208951831,0.099543896,0.043166549,0.015518691,0.007654362,0.069591175,0.439407273,0.269213613,0.066944562,0.045374146,0.01889668,0.008130294,0.543592924,0.305988658,0.155784895,0.099300678,0.039910443,0.012184385,0.007298992,0.451421863,0.276992387,0.235169638,0.067223827,0.046115859,0.018609202,0.007093991,3735.010683,101.0055449,835.3094868,949.4861292,1086.134802,1040.647218,571.1008537,4595.797579,27.26034464,95.49432249,2191.638398,713.1767604,516.3874902,1107.545162,0.333333333,1.866666667,0.783333333,0.416666667,0.2,0.083333333,0.033333333,0.216666667,1.6,0.866666667,0.3,0.2,0.1,0.05
78,Fall,0.805001803,0.173939428,0.316662341,0.463615654,0.371102796,0.197026296,0.197886866,0.870280566,0.049990691,0.144116365,0.448683041,0.410321331,0.343523928,0.287438986,0.146461024,0.401698448,0.252992646,0.113893316,0.055935289,0.0282046,0.013751539,0.06929162,0.488983358,0.242267062,0.079978495,0.049974144,0.020862666,0.011404012,0.531087174,0.252947434,0.227446325,0.114211536,0.055658825,0.027894587,0.011440792,0.372543677,0.338091058,0.206945516,0.069591817,0.052237127,0.020906038,0.010795927,3928.636064,181.3617727,602.0199558,1288.079944,830.136696,240.2546004,238.326108,4418.477295,14.99824215,124.7701417,1213.462339,1022.051982,687.3535322,498.0376278,0.383333333,1.483333333,0.85,0.5,0.266666667,0.133333333,0.083333333,0.216666667,1.816666667,0.816666667,0.366666667,0.233333333,0.1,0.066666667
78,Fall,0.789872126,0.108224476,0.238468985,0.345748728,0.312644839,0.304931021,0.218806746,0.759644036,0.08402674,0.208794088,0.357660829,0.257420677,0.176052438,0.230518786,0.102666876,0.508064279,0.260512689,0.09262026,0.051981348,0.022260027,0.006865659,0.067037802,0.299336671,0.150122052,0.073418164,0.050506704,0.029879572,0.013663121,0.536295405,0.375738861,0.211959832,0.090718263,0.051847867,0.02123003,0.005612548,0.42151537,0.151204313,0.109568181,0.061390565,0.048336452,0.029526028,0.012568017,3746.420221,70.30018294,341.37499,722.172876,586.3214737,562.6846595,286.9534599,2618.265375,42.37292106,263.9291293,771.7573791,397.4184271,188.7480177,331.8102229,0.2,1.85,0.933333333,0.383333333,0.25,0.116666667,0.033333333,0.233333333,1.166666667,0.483333333,0.316666667,0.25,0.15,0.066666667
79,Fall,0.989554621,0.074152806,0.301072554,0.342795881,0.24265378,0.23592598,0.395825223,0.667498158,0.022213228,0.174816031,0.291412304,0.327644487,0.342963015,0.195643092,0.070947019,0.519690642,0.177917741,0.090005258,0.050383762,0.026077503,0.009846769,0.073721607,0.599415903,0.168744218,0.096183068,0.05616379,0.022961286,0.010731985,0.549269333,0.405412989,0.141701039,0.091975927,0.049262129,0.026563031,0.009285963,0.512029026,0.505863016,0.121793982,0.089956685,0.056353047,0.023146746,0.010419711,3928.137098,33.0003797,544.3924486,705.6832888,356.6164131,331.5916783,1003.871753,2416.633668,2.960350261,183.2576545,510.0788042,652.1460268,726.4806394,235.5389938,0.233333333,1.766666667,0.666666667,0.416666667,0.233333333,0.133333333,0.05,0.25,2.866666667,0.616666667,0.4,0.25,0.116666667,0.066666667
79,Fall,1.068576002,0.089117157,0.385614146,0.491472264,0.359905533,0.232883289,0.210751765,0.819561735,0.035455328,0.116956003,0.358509273,0.454332384,0.299556277,0.156375054,0.082729954,0.505801174,0.165635085,0.085511576,0.053692438,0.022055924,0.01073886,0.065876369,0.516531836,0.277156336,0.093361658,0.052145231,0.027322754,0.015590918,0.555847097,0.357286762,0.151028275,0.080636077,0.053056025,0.020272757,0.011281326,0.50565663,0.396572924,0.236795675,0.087788101,0.04930371,0.026068434,0.015948572,5447.944626,47.6130645,891.5657969,1449.420364,776.1756099,331.642378,276.8777484,3354.565036,7.541936241,82.12546592,772.2615835,1246.291872,546.6995181,150.57939,0.266666667,1.866666667,0.65,0.383333333,0.266666667,0.116666667,0.066666667,0.233333333,1.75,0.85,0.4,0.25,0.133333333,0.083333333
79,Fall,1.05446995,0.110922256,0.314265651,0.405057677,0.479888723,0.329054814,0.396375649,0.971360983,0.06349555,0.151065757,0.345776808,0.435847676,0.29337734,0.237621999,0.089530058,0.461620316,0.208223929,0.1059824,0.051179284,0.025101527,0.009091526,0.059068726,0.364657242,0.226943177,0.095342014,0.052115885,0.026326213,0.015070805,0.534802986,0.321091088,0.171749345,0.103131539,0.052778762,0.023872274,0.007862333,0.457988232,0.219643482,0.176734455,0.086955479,0.052258367,0.024068372,0.015049346,6600.525355,73.8560986,592.9736807,983.8080209,1383.32826,664.7715918,1020.521265,5733.614699,24.20042262,136.5736674,720.040958,1149.638686,514.134084,344.0087585,0.25,1.566666667,0.766666667,0.466666667,0.25,0.116666667,0.05,0.166666667,1.283333333,0.733333333,0.416666667,0.25,0.133333333,0.083333333
