Subject,Type,RMSD.copx.IMF3,ApEn.copx.IMF1,ApEn.copx.IMF3,ApEn.copx.IMF4,ApEn.copy.IMF1,ApEn.copy.IMF2,SampEn.copx,SampEn.copx.IMF1,SampEn.copx.IMF3,SampEn.copx.IMF4,SampEn.copy,SampEn.copy.IMF1,SampEn.copy.IMF2,POWER.copx.IMF3,MF.copx.IMF3,MF.copx.IMF4,MF.copy.IMF2
110,Fall,0.129989588,0.628510465,0.150060037,0.078453564,0.609186357,0.288363627,0.772728705,0.599328026,0.141040161,0.069592296,0.701541543,0.549459242,0.172363871,101.4681712,0.616666667,0.383333333,1.066666667
110,Fall,0.109906619,0.639522916,0.174682901,0.074285058,0.527981142,0.256454406,0.797595153,0.606746652,0.160994783,0.072909145,0.662324584,0.451595507,0.170176569,72.45227905,0.666666667,0.333333333,0.883333333
113,Fall,0.214595371,0.221205767,0.083330991,0.054025813,0.63916077,0.272781596,0.523516502,0.118251599,0.062819645,0.051523069,0.336270543,0.57163116,0.202452004,276.2919176,0.4,0.283333333,0.95
113,Fall,0.134861669,0.409098264,0.093686734,0.051559441,0.642162993,0.226348942,0.581306445,0.311128218,0.069831804,0.052228007,0.531592,0.594521921,0.135207135,109.2063145,0.416666667,0.233333333,0.866666667
113,Fall,0.145999302,0.305807572,0.093083059,0.037385551,0.643803142,0.391301691,0.52817815,0.17061284,0.07903959,0.038411334,0.441784256,0.582436147,0.297566362,128.0990692,0.416666667,0.183333333,1.266666667
121,Fall,0.110675466,0.159720814,0.106501132,0.045388778,0.184550045,0.238539153,0.325421212,0.033055381,0.106990123,0.04610276,0.208138425,0.043082754,0.147262733,73.00921421,0.45,0.2,0.916666667
121,Fall,0.094071441,0.487236448,0.12226092,0.062885494,0.08982375,0.228297393,0.603298566,0.39751912,0.114429414,0.061443763,0.603978575,0.032765245,0.12651,53.28537023,0.5,0.3,0.883333333
121,Fall,0.134260327,0.499121718,0.092508751,0.038443968,0.032422893,0.266139173,0.594198734,0.395999389,0.093183814,0.033225225,0.609650278,0.013945061,0.177890847,108.138974,0.4,0.2,0.983333333
122,Fall,0.674805698,0.373827937,0.061977204,0.035379321,0.160113351,0.180231564,0.434270407,0.204627552,0.053863494,0.035536336,0.398065472,0.065657696,0.118868775,2742.280928,0.3,0.166666667,0.733333333
132,Fall,0.13640794,0.612528892,0.240778659,0.08568472,0.23762374,0.304428809,0.675545186,0.530956699,0.200218691,0.086287536,0.480101623,0.173583099,0.208718151,111.5794741,0.933333333,0.4,1.033333333
