Subject,Type,x.0.1,x.1.1,x.2.1,x.3.1,x.4.1,x.5.1,x.6.1,y.0.1,y.1.1,y.2.1,y.3.1,y.4.1,y.5.1,y.6.1,x.0.4,x.1.4,x.2.4,x.3.4,x.4.4,x.5.4,x.6.4,y.0.4,y.1.4,y.2.4,y.3.4,y.4.4,y.5.4,y.6.4,x.0.5,x.1.5,x.2.5,x.3.5,x.4.5,x.5.5,x.6.5,y.0.5,y.1.5,y.2.5,y.3.5,y.4.5,y.5.5,y.6.5,x.0.3,x.1.3,x.2.3,x.3.3,x.4.3,x.5.3,x.6.3,y.0.3,y.1.3,y.2.3,y.3.3,y.4.3,y.5.3,y.6.3,x.0.2,x.1.2,x.2.2,x.3.2,x.4.2,x.5.2,x.6.2,y.0.2,y.1.2,y.2.2,y.3.2,y.4.2,y.5.2,y.6.2
52,Fall,0.435794808,0.015412247,0.083984698,0.074814696,0.100056331,0.15443642,0.061476732,0.185626452,0.003748074,0.028633508,0.041384729,0.076832734,0.061944994,0.066716392,0.053673342,0.495062077,0.227331302,0.161012413,0.068965539,0.029012873,0.019934619,0.068893156,0.657778711,0.181482644,0.181584765,0.075567381,0.044707308,0.022192491,0.640262446,0.402775254,0.146097925,0.146423497,0.066898674,0.026151422,0.020508608,0.57210487,0.612879956,0.11926967,0.14417387,0.075691746,0.043564137,0.02167703,1193.342433,1.42546043,42.30528434,33.53921213,59.77177306,144.5499769,22.97892991,151.2748373,0.084310243,4.905144695,10.28522932,35.46898152,23.3649906,25.96414872,0.083333333,1.566666667,0.883333333,0.666666667,0.316666667,0.15,0.116666667,0.216666667,6.4,0.883333333,0.716666667,0.35,0.216666667,0.116666667
52,Fall,0.367757009,0.047120437,0.057474789,0.133882152,0.12335389,0.10820475,0.085292104,0.199008113,0.010330949,0.018548005,0.047866079,0.083595068,0.061545023,0.105513179,0.06460365,0.137701224,0.312811644,0.088921478,0.053587019,0.035103379,0.022907626,0.065534387,0.489314458,0.395201413,0.169411935,0.07202928,0.036867419,0.008964958,0.456395786,0.069399029,0.242300039,0.082382421,0.050269245,0.031639428,0.021223237,0.31605827,0.432985314,0.261311417,0.157555688,0.073777051,0.036066552,0.009457883,832.4471698,13.33615357,19.85388741,108.1009477,91.5838434,71.35059513,43.81718248,229.5711258,0.640535409,2.06455631,13.7659984,42.01972532,23.1752448,64.11545863,0.15,0.666666667,1.066666667,0.35,0.266666667,0.183333333,0.116666667,0.15,1.133333333,1.4,0.633333333,0.333333333,0.166666667,0.05
56,Fall,0.595511038,0.00748753,0.049959553,0.098929278,0.134259022,0.40447645,0.325401847,0.295727079,0.0036433,0.025615897,0.061677796,0.096213777,0.179721291,0.192881635,0.036098369,0.643719424,0.253914452,0.12488733,0.049150854,0.019313679,0.009738912,0.043005767,0.641725328,0.267379244,0.117428459,0.056759352,0.023032828,0.010958711,0.77691909,0.604363485,0.153410933,0.10524465,0.047985949,0.017972581,0.009124927,0.645229651,0.601092071,0.161599144,0.100231594,0.057552557,0.023450531,0.010462159,2189.50844,0.336422212,14.98925657,58.59394087,110.3528702,967.4317811,644.6133121,463.3473923,0.079661216,3.934418924,23.01353892,55.5559359,199.490042,235.2248229,0.1,4.933333333,1,0.516666667,0.2,0.1,0.05,0.133333333,5.666666667,1.116666667,0.466666667,0.266666667,0.1,0.05
56,Fall,0.64847467,0.011276376,0.056523329,0.107299031,0.1800523,0.421052066,0.34463715,0.476335503,0.0056245,0.04886141,0.060108065,0.130978678,0.199498298,0.310039064,0.036016482,0.615527193,0.282805669,0.121145367,0.048273329,0.016301472,0.00857185,0.029303207,0.630857744,0.23771925,0.108336508,0.040986149,0.018270773,0.007297689,0.649264236,0.551488887,0.189699202,0.119779109,0.040703459,0.016778577,0.006643672,0.571208678,0.566839753,0.121155667,0.091027674,0.039336325,0.017126595,0.006523219,2662.819201,0.762842701,19.17768919,69.1184162,193.7604678,1123.825441,785.2882792,1309.618631,0.189862369,14.32938859,21.73504531,103.2863072,244.5601791,468.2125595,0.083333333,2.766666667,1,0.516666667,0.233333333,0.083333333,0.033333333,0.066666667,3.683333333,0.916666667,0.466666667,0.2,0.1,0.033333333
56,Fall,0.563397239,0.016846077,0.060879923,0.128817164,0.172549615,0.151441585,0.330728395,0.590619504,0.006143444,0.053400528,0.059777688,0.142238524,0.42956493,0.398198957,0.039177209,0.525666996,0.249570354,0.081174966,0.050190259,0.030294877,0.012249959,0.02642198,0.617939911,0.222350148,0.141133885,0.039935428,0.013088354,0.005313031,0.594597134,0.441596715,0.18512999,0.068588307,0.043723952,0.027576912,0.011683322,0.549422218,0.574679304,0.137064903,0.123592068,0.037855389,0.01136656,0.004238236,1812.172479,1.703434373,22.23831561,99.85598578,180.3817245,140.0215692,685.3564519,2159.232914,0.226529033,17.11223678,21.4587296,123.4536022,1162.536619,1051.202554,0.1,1.75,0.866666667,0.333333333,0.233333333,0.15,0.066666667,0.066666667,3.716666667,0.8,0.6,0.183333333,0.066666667,0.033333333
64,Fall,0.413562761,0.008962147,0.043388174,0.214034037,0.153054426,0.190930716,0.238021194,0.296407566,0.005044691,0.069093775,0.115558067,0.104314876,0.077279958,0.048653231,0.053478049,0.636624166,0.282422963,0.062441022,0.049800027,0.027151322,0.009152662,0.052522902,0.628226927,0.108961807,0.089007087,0.053018306,0.022518865,0.00942754,0.687981815,0.579050141,0.206535137,0.05158864,0.050525414,0.026667031,0.009675799,0.626294206,0.58616044,0.058332153,0.073911847,0.051830596,0.021185154,0.009493271,1000.191878,0.48200666,11.30338478,274.6392146,142.6870543,222.923416,366.4850392,271.6142786,0.152744109,28.68051212,80.22789453,66.13984718,35.50336079,15.23193909,0.183333333,3.966666667,0.95,0.283333333,0.233333333,0.15,0.05,0.25,4.633333333,0.4,0.4,0.25,0.116666667,0.05
64,Fall,0.454023617,0.01317094,0.044719565,0.117948086,0.142093608,0.160338009,0.428078577,0.154377726,0.005700873,0.013562838,0.068313506,0.077725927,0.05357987,0.025843984,0.043902913,0.574864714,0.300442023,0.088958064,0.058940289,0.021257619,0.006695178,0.095203711,0.641478049,0.498396412,0.139394319,0.075261425,0.040127868,0.024028088,0.626372552,0.486982671,0.219738017,0.079711657,0.052955903,0.023013494,0.006405525,0.633635864,0.577935302,0.422240672,0.118772358,0.068435689,0.038252522,0.024454025,1288.140172,1.041088898,12.00420702,83.7216784,121.2593499,155.5457483,1003.094286,120.7712813,0.195031216,1.101472749,28.01239222,36.31993063,17.24321596,4.016692336,0.1,2.233333333,1.05,0.4,0.3,0.1,0.033333333,0.3,4.3,1.666666667,0.516666667,0.366666667,0.2,0.116666667
64,Fall,0.487418233,0.029811508,0.070910808,0.09229783,0.154831602,0.150139419,0.132022447,0.18779489,0.005449195,0.041048906,0.073322187,0.058340308,0.051206542,0.054604209,0.047285344,0.313232235,0.237254918,0.128857465,0.059635167,0.033266205,0.016597937,0.072701727,0.63425222,0.188099218,0.110606739,0.066268195,0.036108823,0.012462548,0.527932795,0.206088176,0.164651875,0.12752995,0.055641434,0.033719182,0.015877309,0.452753391,0.576204923,0.107131031,0.091325811,0.065854768,0.036189314,0.010023171,927.2438951,5.335162414,30.29542196,51.22193569,143.4829492,135.8056603,106.4740349,143.3165379,0.178210804,10.11330371,32.31313293,20.43780047,15.85766913,18.43632002,0.15,0.95,0.783333333,0.533333333,0.3,0.166666667,0.083333333,0.25,4.15,0.733333333,0.483333333,0.316666667,0.166666667,0.066666667
72,Fall,0.252008005,0.048147759,0.103775657,0.104215375,0.10009809,0.063023857,0.064039491,0.270379059,0.003912958,0.019155308,0.04864184,0.057002886,0.031524829,0.053315719,0.122475169,0.258311857,0.216309159,0.114921798,0.064367141,0.042809144,0.019541109,0.037462219,0.656882067,0.300601307,0.139112617,0.067730855,0.035687246,0.009464507,0.509599889,0.12282942,0.146883848,0.104014244,0.064496211,0.042444842,0.019810441,0.241464515,0.607323112,0.178138444,0.104757836,0.068370716,0.036039612,0.009436855,348.2755038,13.87903297,64.65277995,65.22776054,60.13309351,23.83501586,24.7756622,110.6895987,0.091889223,2.20260916,14.21216288,19.59174526,5.994524794,18.51988527,0.366666667,1.133333333,0.85,0.5,0.316666667,0.216666667,0.1,0.183333333,5.983333333,1.333333333,0.55,0.316666667,0.183333333,0.033333333
72,Fall,0.231137725,0.045482783,0.083909787,0.095349469,0.088233595,0.06962856,0.102878453,0.164239587,0.009794049,0.027984436,0.058165623,0.081959044,0.074076857,0.096970285,0.131183733,0.332544417,0.239143952,0.115694974,0.062335412,0.033995541,0.016743061,0.087098339,0.542900102,0.368735567,0.126159184,0.062121321,0.043081521,0.017571979,0.527643337,0.160896361,0.179360206,0.105600739,0.059302134,0.034732647,0.017631009,0.338464273,0.47601799,0.273833516,0.119867696,0.06222978,0.03943409,0.016896073,310.779101,12.41669042,42.28667844,54.57477138,46.48500091,29.72947446,64.09871711,161.9414604,0.575705441,4.702816663,20.46338459,40.92920847,33.62656164,57.78836185,0.333333333,1.316666667,0.9,0.483333333,0.3,0.166666667,0.083333333,0.2,1.7,1.2,0.433333333,0.266666667,0.2,0.083333333
72,Fall,0.327257425,0.043701601,0.075901762,0.08191086,0.183463383,0.116620278,0.149219702,0.238872059,0.015462261,0.032572169,0.042730612,0.142507152,0.065029884,0.04120575,0.089849187,0.373469982,0.285895542,0.154859037,0.048212177,0.026995765,0.014464644,0.066226295,0.444000513,0.293008259,0.201066011,0.054268424,0.024533467,0.014809828,0.558994086,0.200290027,0.258530638,0.147643626,0.048388799,0.021310324,0.01315754,0.334560708,0.366466405,0.189359036,0.147699185,0.051745545,0.022321026,0.015245452,526.25997,11.468695,34.58182996,40.24383781,202.1077746,83.17460465,129.2576487,216.2274067,1.43480921,6.367670639,10.96895016,122.2313812,25.4190122,10.30537641,0.216666667,1.366666667,0.966666667,0.633333333,0.233333333,0.15,0.083333333,0.216666667,1.583333333,1.083333333,0.8,0.266666667,0.15,0.083333333
75,Fall,0.37951096,0.049640018,0.071264781,0.109794268,0.119064355,0.106424045,0.129918101,0.263212677,0.022856112,0.04789169,0.059512316,0.12478837,0.143918345,0.136074475,0.086238942,0.378261777,0.332125651,0.136998416,0.063062819,0.030305328,0.013846885,0.067884698,0.341218778,0.3124893,0.135835805,0.043078369,0.023792308,0.00761342,0.547046204,0.24120451,0.271931332,0.133649303,0.064091108,0.029248425,0.012455233,0.382986602,0.201367598,0.260068528,0.126085995,0.041563922,0.023044378,0.007128577,894.1183645,14.7839036,30.46145644,72.31696246,85.30694884,69.31046983,103.3886331,431.0167146,3.134270377,13.7647358,21.12030942,94.79412688,128.0269545,104.4611376,0.116666667,1.5,1.183333333,0.583333333,0.3,0.15,0.083333333,0.116666667,1.35,1.083333333,0.55,0.2,0.116666667,0.05
75,Fall,0.446083098,0.052748642,0.099210398,0.154866806,0.095322583,0.120996435,0.091528313,0.2825986,0.016436464,0.038285254,0.071479168,0.098678087,0.116844476,0.076346012,0.079100658,0.397079524,0.276757905,0.101750229,0.05728831,0.025095519,0.014038507,0.058972995,0.395021555,0.338646453,0.111683787,0.060342435,0.028493361,0.008375655,0.540275273,0.249901476,0.236893319,0.101965088,0.056310126,0.022976332,0.013030381,0.370782546,0.300203666,0.288229536,0.112083885,0.060596906,0.027193547,0.008775681,1191.785616,16.70050053,59.09853146,143.586389,54.40074904,88.51949837,50.02179284,472.2632483,1.621309668,8.792295704,29.93742269,58.56754538,83.02298124,38.22067144,0.116666667,1.483333333,1,0.433333333,0.283333333,0.133333333,0.083333333,0.116666667,1.483333333,1.133333333,0.466666667,0.3,0.15,0.033333333
75,Fall,0.499770106,0.059323539,0.084806738,0.184668333,0.13906275,0.164136694,0.095696522,0.288116719,0.022081217,0.060928927,0.093920742,0.083126173,0.107781661,0.074878603,0.080308029,0.376476273,0.336861951,0.106102774,0.056253706,0.018633695,0.012547468,0.069787131,0.339963527,0.259099669,0.094768619,0.056696958,0.027965153,0.013095097,0.530822284,0.196340779,0.3023778,0.081615967,0.0567827,0.017922308,0.012279718,0.359966795,0.202210614,0.208053724,0.089392038,0.058644492,0.028012028,0.012558511,1209.075644,21.12367911,43.17434091,204.7658953,117.4300105,167.8055344,57.62133704,430.7464628,2.922442956,22.28046327,52.91103734,40.56427715,70.73149947,33.05284171,0.15,1.566666667,1.116666667,0.45,0.233333333,0.1,0.066666667,0.183333333,1.433333333,0.916666667,0.383333333,0.266666667,0.133333333,0.066666667
78,Fall,0.625828013,0.106510472,0.153127779,0.123695804,0.109902594,0.339675675,0.141602639,0.43978305,0.031239838,0.070438385,0.080971791,0.062292442,0.114417364,0.160649394,0.072182653,0.298979343,0.242260899,0.118060874,0.057559833,0.020195182,0.010494549,0.04177595,0.185099186,0.232980265,0.105772248,0.062348159,0.023466039,0.009890345,0.429312462,0.130349559,0.199168387,0.10347545,0.057555432,0.01964476,0.010533166,0.201635442,0.130972634,0.186176493,0.103672828,0.059537384,0.021813942,0.009332686,1424.039029,68.07322927,140.7026222,91.88263858,72.60015483,703.1609122,127.4180597,349.1617118,5.854472463,29.77198555,39.37341665,23.30130059,79.73308471,162.8648918,0.133333333,1.1,0.9,0.5,0.283333333,0.1,0.05,0.2,0.983333333,0.833333333,0.45,0.316666667,0.116666667,0.05
78,Fall,0.68337077,0.079660919,0.138098153,0.13162113,0.257667545,0.294269017,0.267612438,0.290415632,0.006130187,0.058846437,0.063639158,0.099613316,0.07361582,0.128147865,0.067237541,0.4136181,0.268520759,0.125976731,0.037144512,0.01978713,0.007779378,0.067427144,0.624212169,0.218455555,0.166433047,0.073306222,0.045760263,0.017360364,0.488499918,0.228803731,0.226814781,0.117337986,0.039275816,0.015720519,0.006786975,0.253576641,0.555103026,0.138099188,0.161570651,0.064830317,0.036531816,0.017305516,2069.167811,38.09401872,114.4222782,103.8045298,408.2482833,522.5645383,454.0169846,519.5220091,0.2254752,20.7861786,24.2433696,59.84785663,32.47813301,97.9092146,0.116666667,1.516666667,0.966666667,0.55,0.15,0.116666667,0.033333333,0.15,4.266666667,0.833333333,0.666666667,0.333333333,0.233333333,0.1
78,Fall,0.923267695,0.113026615,0.152191209,0.155516111,0.219036243,0.223304557,0.419657597,0.79841137,0.009554587,0.096936503,0.115836472,0.082547276,0.100852177,0.054682097,0.054919512,0.326278525,0.253506155,0.13194642,0.047406945,0.021501925,0.005462675,0.026638522,0.581395726,0.174006542,0.12619398,0.066730791,0.023499254,0.011478252,0.414005005,0.14843922,0.187648799,0.11730475,0.047559721,0.020584327,0.005710485,0.215584601,0.512616463,0.129807562,0.119297928,0.066178355,0.022168499,0.011221431,5084.284106,76.68678903,138.9932928,145.3517322,293.3281637,311.098577,1126.038633,351.7419516,0.547374251,56.40715027,80.44779559,41.07549423,59.79616742,17.79345977,0.066666667,1.216666667,0.866666667,0.55,0.216666667,0.1,0.033333333,0.3,2.283333333,0.583333333,0.516666667,0.316666667,0.133333333,0.066666667
79,Fall,0.376472062,0.027038998,0.047840402,0.124294801,0.16313113,0.150006691,0.199754985,0.175803866,0.01274447,0.030504892,0.056160039,0.07542811,0.0606301,0.053969634,0.062676412,0.374493195,0.324959323,0.104998044,0.055280092,0.028377124,0.011083229,0.07730125,0.40963733,0.264871026,0.126042515,0.061654948,0.037508564,0.020057841,0.54470427,0.291484656,0.227103591,0.101316683,0.053782713,0.028777542,0.011579155,0.420059922,0.333659636,0.150667321,0.090839995,0.060240958,0.037932582,0.020013836,713.674636,4.387663207,13.73960678,92.72447546,160.1676857,135.7147409,250.7501908,182.0670118,0.974828466,5.58532083,18.95392656,34.10480864,22.14214924,17.84194888,0.183333333,1.3,1.116666667,0.366666667,0.266666667,0.15,0.05,0.216666667,1.283333333,0.933333333,0.533333333,0.3,0.183333333,0.1
79,Fall,0.320137248,0.007376801,0.056553896,0.096009365,0.159665458,0.113727316,0.144293878,0.238567912,0.004608651,0.037386295,0.040383389,0.061094713,0.045136619,0.070422447,0.060457816,0.63420203,0.261127568,0.088266143,0.051501986,0.026190312,0.010988468,0.041785673,0.625004879,0.14137732,0.144516033,0.069763808,0.044298026,0.01463972,0.701273343,0.585961885,0.186844815,0.072139507,0.04875433,0.026863599,0.010658679,0.640875908,0.576487082,0.085678483,0.113625089,0.064723461,0.045604607,0.013630568,626.770983,0.326593402,19.18946387,55.77116545,154.9376044,79.56374581,134.4152509,153.1496172,0.127461161,8.398533929,9.768191248,22.41259824,12.19514822,29.68498112,0.15,4.133333333,0.916666667,0.35,0.25,0.133333333,0.05,0.15,4.083333333,0.55,0.633333333,0.333333333,0.216666667,0.066666667
