Subject,Type,ApEn.copx.IMF1,ApEn.copx.IMF2,ApEn.copx.IMF3,ApEn.copx.IMF4,ApEn.copx.IMF5,ApEn.copy,ApEn.copy.IMF2,ApEn.copy.IMF4,ApEn.copy.IMF5,ApEn.copy.IMF6,SampEn.copx,SampEn.copx.IMF1,SampEn.copx.IMF2,SampEn.copx.IMF3,SampEn.copx.IMF4,SampEn.copx.IMF5,SampEn.copy,SampEn.copy.IMF1,SampEn.copy.IMF2,SampEn.copy.IMF4,SampEn.copy.IMF5,SampEn.copy.IMF6,MF.copx.IMF1,MF.copx.IMF2,MF.copx.IMF3,MF.copx.IMF4,MF.copx.IMF5,MF.copy.IMF2,MF.copy.IMF4,MF.copy.IMF5
45,Old,0.619777296,0.297073507,0.120533092,0.057910914,0.037517574,0.057314172,0.28043591,0.075069395,0.042624332,0.019611896,0.73298058,0.560436702,0.177870131,0.111239433,0.058902441,0.033161282,0.579554073,0.570608185,0.167094444,0.075035918,0.037982329,0.017497015,3.1,1.066666667,0.466666667,0.25,0.183333333,0.95,0.333333333,0.216666667
45,Old,0.632246386,0.318016351,0.113167289,0.062811352,0.030738784,0.046651837,0.194033142,0.055775586,0.0297854,0.017710581,0.711815129,0.571693774,0.233295941,0.10982777,0.064229643,0.030099356,0.594784018,0.552169106,0.075247591,0.050146916,0.029605838,0.017588343,3.95,1.066666667,0.45,0.3,0.15,0.816666667,0.266666667,0.116666667
46,Old,0.632652812,0.287632496,0.135645244,0.072073437,0.035300875,0.066492638,0.247725399,0.0599436,0.025036281,0.008520207,0.753835586,0.581900743,0.214395675,0.132328069,0.073015922,0.035513382,0.637207165,0.106688607,0.103902677,0.062463095,0.024388443,0.009103061,4.333333333,0.966666667,0.566666667,0.35,0.166666667,1.1,0.266666667,0.116666667
46,Old,0.617736078,0.257948365,0.116460094,0.078455052,0.033723971,0.036141347,0.33206704,0.044755584,0.023021169,0.015085628,0.693956867,0.554655278,0.19745253,0.11014805,0.075367223,0.033044722,0.61784956,0.148265818,0.274247064,0.041230134,0.021871348,0.014386519,3.45,0.866666667,0.483333333,0.383333333,0.166666667,1.133333333,0.216666667,0.116666667
46,Old,0.601459206,0.285458207,0.100836337,0.047140685,0.030095107,0.072706215,0.302244344,0.046866979,0.025775756,0.011297848,0.69031942,0.531757605,0.194170509,0.091400885,0.047590759,0.028143667,0.635021488,0.529342255,0.24395281,0.045705684,0.024316432,0.011240416,3.066666667,1.066666667,0.416666667,0.2,0.15,1.1,0.216666667,0.116666667
47,Old,0.253233663,0.195473815,0.110320012,0.053328359,0.031107584,0.066400637,0.195170088,0.071186816,0.029413972,0.0117623,0.499616175,0.133982933,0.147561428,0.109235067,0.049286668,0.031438191,0.395104959,0.396962617,0.122159892,0.07085804,0.027732298,0.011771963,1.05,0.683333333,0.483333333,0.266666667,0.15,0.8,0.35,0.15
47,Old,0.342009482,0.234848699,0.132350654,0.058728476,0.021383301,0.091851516,0.223184788,0.064624066,0.027907953,0.011793557,0.448974307,0.149393429,0.183116049,0.129487362,0.059483159,0.021404771,0.343015345,0.138300667,0.167833198,0.06405107,0.027828019,0.011783416,1.383333333,0.816666667,0.566666667,0.283333333,0.1,0.75,0.3,0.15
47,Old,0.371299622,0.28804702,0.124221559,0.056484959,0.031034274,0.090381012,0.227769248,0.067686882,0.028638456,0.01965305,0.513439768,0.183376876,0.236588947,0.123445584,0.058525227,0.030289956,0.411681301,0.109444535,0.157947278,0.065423464,0.029541922,0.019431839,1.416666667,1.033333333,0.55,0.283333333,0.15,0.816666667,0.333333333,0.15
50,Old,0.221774983,0.200612337,0.12404931,0.045262169,0.026037351,0.161418583,0.20723112,0.065052766,0.025613913,0.006016153,0.51543997,0.096845325,0.139645017,0.112465892,0.045360341,0.024249766,0.4073149,0.036866434,0.12799953,0.064920202,0.026624833,0.005172286,0.916666667,0.816666667,0.55,0.183333333,0.133333333,0.833333333,0.316666667,0.133333333
50,Old,0.163781706,0.241997077,0.104520438,0.055814892,0.02985609,0.091611108,0.251149177,0.08728003,0.046294676,0.020519035,0.426154792,0.069930231,0.172704946,0.089703513,0.056402117,0.027774243,0.245310482,0.42993524,0.161126565,0.087415066,0.045692154,0.019640085,0.95,0.916666667,0.433333333,0.25,0.15,0.9,0.4,0.233333333
50,Old,0.31984594,0.269075676,0.091795126,0.043708513,0.030351061,0.04235246,0.306171103,0.075696757,0.038929879,0.020130449,0.518074722,0.148417317,0.216948467,0.079487547,0.039575489,0.025492336,0.26700834,0.446469525,0.173607166,0.073799586,0.035627144,0.019455331,1.316666667,0.966666667,0.4,0.216666667,0.15,1.116666667,0.366666667,0.2
58,Old,0.253004842,0.277087824,0.146150461,0.070284384,0.030241955,0.046343816,0.300697708,0.082089687,0.0293291,0.018905266,0.511256895,0.157269689,0.190938597,0.123787158,0.069775718,0.024594119,0.325549443,0.542719486,0.204244714,0.081927539,0.030188335,0.019369536,0.883333333,0.983333333,0.633333333,0.333333333,0.166666667,1,0.383333333,0.15
58,Old,0.530056403,0.345827987,0.174327137,0.070783927,0.029876251,0.090084136,0.228934289,0.086775631,0.039787046,0.023429692,0.627027933,0.395424868,0.291382108,0.163070808,0.072308482,0.030225879,0.554712247,0.562040804,0.139530673,0.088652385,0.041565964,0.022037159,2,1.216666667,0.716666667,0.333333333,0.15,0.766666667,0.4,0.183333333
58,Old,0.550325694,0.251055481,0.118459493,0.06136569,0.03882477,0.041819031,0.468603104,0.088971099,0.061136357,0.024025893,0.633629015,0.443941338,0.199747487,0.116647372,0.06021466,0.03875887,0.532340341,0.58700854,0.387317112,0.089652971,0.060407172,0.024300003,2.333333333,0.733333333,0.45,0.266666667,0.183333333,1.516666667,0.4,0.316666667
59,Old,0.62967684,0.392044999,0.162682873,0.072749749,0.041138745,0.110232898,0.208851072,0.065242403,0.028958234,0.011200021,0.70635291,0.570546482,0.299386489,0.154675906,0.073842414,0.037378631,0.673578583,0.56451331,0.148480444,0.067794548,0.029014867,0.01027247,3.95,1.333333333,0.633333333,0.35,0.216666667,0.683333333,0.3,0.15
59,Old,0.596117219,0.333162607,0.14354559,0.076195499,0.041245688,0.111767376,0.347573427,0.068162691,0.035296209,0.018686526,0.663617808,0.527229003,0.23804993,0.130844902,0.075072356,0.038067451,0.623733543,0.528770925,0.235860461,0.067899337,0.033763682,0.018770513,2.316666667,1.15,0.566666667,0.35,0.2,1.116666667,0.316666667,0.183333333
59,Old,0.534062959,0.331693272,0.158439858,0.07205028,0.040717622,0.120469264,0.448274344,0.081372827,0.041865357,0.018229102,0.610261975,0.436286037,0.271069925,0.150971184,0.066943538,0.037698042,0.562090311,0.559042854,0.372236859,0.077227467,0.041290634,0.014668135,1.6,1.1,0.6,0.35,0.216666667,1.416666667,0.383333333,0.2
65,Old,0.555013297,0.364326189,0.112646845,0.065214299,0.038342595,0.044214863,0.25523635,0.036136784,0.036291583,0.013812743,0.618872117,0.46020501,0.226372944,0.071331194,0.056627738,0.039381965,0.548266216,0.562810075,0.129317617,0.020785677,0.032869026,0.013456566,2.35,1.35,0.483333333,0.333333333,0.183333333,1.066666667,0.183333333,0.183333333
65,Old,0.492362393,0.312294324,0.084771606,0.055161425,0.023242068,0.054032986,0.273758399,0.027426024,0.020149443,0.013529161,0.589969422,0.404301594,0.176221747,0.070702262,0.053764472,0.021875186,0.56150162,0.288811289,0.183026018,0.020380548,0.02150895,0.012259654,1.983333333,1.333333333,0.3,0.25,0.116666667,1.166666667,0.133333333,0.083333333
65,Old,0.433403798,0.223005843,0.12115451,0.060656415,0.028081117,0.064097488,0.117595404,0.050020408,0.02250853,0.010822476,0.545786394,0.32001727,0.144386391,0.090077852,0.061732575,0.02437683,0.493534237,0.013252315,0.047073166,0.048431643,0.020831265,0.011394511,2.2,1.016666667,0.533333333,0.283333333,0.15,0.583333333,0.25,0.1
67,Old,0.288100531,0.23802948,0.117474114,0.058755888,0.027254717,0.087039511,0.286631446,0.062129493,0.029664092,0.012274517,0.4626365,0.092827536,0.174418131,0.11526763,0.057431208,0.027557,0.324644127,0.521895163,0.203928351,0.061357222,0.029029504,0.009289456,1.416666667,0.933333333,0.483333333,0.266666667,0.15,1,0.3,0.15
67,Old,0.387158149,0.23428488,0.074101015,0.058219879,0.032925316,0.073085338,0.35827994,0.065320055,0.031407596,0.019148817,0.543254274,0.187132206,0.202088696,0.065321221,0.052703491,0.031185046,0.413812398,0.606939166,0.259836704,0.062861135,0.03063059,0.01718927,1.65,0.833333333,0.35,0.3,0.166666667,1.15,0.3,0.15
67,Old,0.35512627,0.256729539,0.08792437,0.049543911,0.025129606,0.055584954,0.33421428,0.047969325,0.023162682,0.008106536,0.502116045,0.158069188,0.22516403,0.086754495,0.048434871,0.024332039,0.48094307,0.515027523,0.222411581,0.048308751,0.021342922,0.008373388,1.433333333,0.816666667,0.366666667,0.25,0.116666667,1.2,0.233333333,0.116666667
68,Old,0.359070186,0.247587754,0.097646091,0.043312773,0.024504749,0.059903581,0.19905758,0.061474439,0.037353095,0.01312264,0.482235211,0.173920043,0.206679293,0.090951684,0.041963917,0.023860523,0.39440471,0.537695956,0.137078902,0.057392835,0.029996736,0.012709015,1.35,0.833333333,0.433333333,0.2,0.116666667,0.666666667,0.266666667,0.183333333
68,Old,0.40937506,0.200440901,0.071882468,0.040969223,0.019616076,0.053776255,0.317537618,0.058357387,0.030493229,0.014171313,0.537416266,0.215015445,0.158365249,0.061298657,0.040617098,0.019965375,0.462333049,0.36778898,0.208645889,0.055736329,0.029776307,0.01161084,1.633333333,0.8,0.383333333,0.183333333,0.1,1.083333333,0.266666667,0.15
68,Old,0.495465768,0.186799857,0.066890709,0.042748515,0.01867766,0.064746764,0.319691153,0.051590107,0.027199478,0.013304894,0.537743835,0.332957316,0.128017902,0.06465667,0.042696225,0.019281957,0.515409423,0.568085154,0.206465379,0.05058301,0.024782265,0.01279294,1.85,0.733333333,0.283333333,0.2,0.1,1.216666667,0.25,0.133333333
69,Old,0.615274188,0.298141615,0.129503838,0.050404392,0.022466584,0.06711554,0.244034332,0.063020246,0.029616245,0.018129098,0.592932331,0.532670729,0.210341684,0.113306305,0.046800163,0.019145629,0.606702326,0.596158111,0.131032323,0.063751657,0.029903483,0.017542609,3,0.933333333,0.566666667,0.25,0.133333333,0.916666667,0.3,0.15
69,Old,0.305897533,0.285271,0.139056109,0.066257806,0.035148204,0.05131334,0.237886694,0.065495868,0.03375912,0.019652973,0.471661707,0.215242283,0.230003828,0.137448998,0.063984248,0.028994184,0.342796186,0.602394989,0.141664837,0.058057842,0.033710799,0.018911586,0.8,0.966666667,0.566666667,0.316666667,0.183333333,0.983333333,0.3,0.166666667
69,Old,0.59000819,0.301412324,0.133403311,0.06359234,0.022905126,0.038967425,0.336002814,0.059191969,0.038007013,0.019053871,0.605031465,0.484786676,0.248957565,0.119218569,0.063178043,0.018847947,0.577978781,0.528560459,0.218964817,0.058651317,0.03785205,0.018902217,2.6,0.916666667,0.55,0.316666667,0.133333333,1.166666667,0.25,0.183333333
70,Old,0.497615691,0.316181577,0.140574302,0.055601015,0.021480868,0.068244257,0.21621037,0.061692345,0.036238709,0.01935962,0.604220813,0.422961446,0.210760889,0.140009602,0.056786674,0.022113392,0.555266865,0.542436142,0.158185299,0.060246506,0.032147289,0.016998058,2.433333333,1.133333333,0.566666667,0.266666667,0.1,0.733333333,0.3,0.2
70,Old,0.547998911,0.309927702,0.128357297,0.071439188,0.032529885,0.106870061,0.373940111,0.063390981,0.031417675,0.018230778,0.62402638,0.427141863,0.225908312,0.128727782,0.069251548,0.033066215,0.559355819,0.358300663,0.301890368,0.062808841,0.032600499,0.015853059,1.55,1.166666667,0.483333333,0.35,0.166666667,1.316666667,0.3,0.166666667
70,Old,0.613668385,0.336614025,0.147978788,0.053978002,0.027271075,0.059603127,0.343148139,0.069763926,0.037999165,0.021031139,0.65498634,0.550917865,0.265200584,0.145460039,0.054722091,0.025463867,0.607193622,0.234174194,0.251503644,0.065452712,0.038598295,0.019959861,3.45,1.283333333,0.6,0.233333333,0.133333333,1.283333333,0.333333333,0.183333333
71,Old,0.2631724,0.269307635,0.113430672,0.05801005,0.033304329,0.053120112,0.249829824,0.082771316,0.035286411,0.014047303,0.492407729,0.115421639,0.202957535,0.11119418,0.055926467,0.033620931,0.324516596,0.59819532,0.144681934,0.082747833,0.034987554,0.013251854,1.15,0.966666667,0.483333333,0.283333333,0.166666667,0.85,0.366666667,0.166666667
71,Old,0.359849811,0.310743912,0.119261759,0.053037504,0.028500957,0.089853852,0.253949107,0.070817645,0.036594521,0.013175523,0.483360742,0.184931264,0.265293196,0.104642236,0.053238472,0.028769962,0.294377984,0.024044253,0.136138036,0.070621721,0.037046131,0.012454267,1.3,1.05,0.433333333,0.25,0.15,0.966666667,0.333333333,0.166666667
71,Old,0.433534187,0.327756836,0.14857232,0.07050665,0.029505728,0.063391053,0.158832623,0.081026906,0.046682267,0.018382751,0.543194309,0.273244297,0.273321804,0.14267787,0.06805713,0.029401158,0.422433911,0.281682061,0.096701188,0.079751936,0.047051583,0.018221019,1.633333333,1.15,0.6,0.35,0.15,0.716666667,0.383333333,0.233333333
73,Old,0.62694507,0.318913593,0.164247223,0.046407943,0.039198231,0.036732984,0.434646246,0.078526903,0.042198434,0.011377138,0.661947286,0.58522702,0.257286527,0.149217512,0.046322273,0.039483062,0.580025199,0.570424617,0.381054684,0.080894394,0.041616365,0.009920744,3.65,1.1,0.65,0.216666667,0.2,1.266666667,0.366666667,0.2
73,Old,0.624971482,0.33322282,0.127022009,0.063153367,0.039668168,0.051075618,0.269112704,0.091503774,0.030644834,0.010793198,0.681341445,0.579317295,0.246461271,0.120056072,0.063419539,0.040216275,0.606478628,0.532498589,0.208494359,0.088635725,0.026840172,0.010830149,3.316666667,1.116666667,0.466666667,0.3,0.2,0.933333333,0.433333333,0.166666667
73,Old,0.538238678,0.348644955,0.141612539,0.066556742,0.033275301,0.085539913,0.229929432,0.065978376,0.039618916,0.022525993,0.598032442,0.461308694,0.294811977,0.137840121,0.061475272,0.032774001,0.488968791,0.332380153,0.184184281,0.065189521,0.039187698,0.023771354,1.666666667,1.183333333,0.566666667,0.316666667,0.166666667,0.766666667,0.3,0.2
74,Old,0.602590426,0.316077111,0.134043655,0.0719157,0.032654535,0.087574607,0.2035031,0.065539391,0.032641106,0.020522768,0.637182187,0.523420114,0.247242077,0.115532792,0.072750681,0.033660689,0.600457894,0.595589532,0.100684456,0.06767225,0.032524158,0.020426364,2.85,1.1,0.583333333,0.333333333,0.15,0.766666667,0.3,0.15
74,Old,0.606629658,0.346435214,0.143085709,0.064924542,0.03432929,0.056594834,0.069682417,0.048739905,0.030789381,0.016933085,0.627517012,0.512605919,0.252184667,0.134841714,0.064219815,0.031355249,0.547943622,0.595903907,0.021082093,0.046240564,0.031066195,0.016977832,2.95,1.233333333,0.583333333,0.3,0.166666667,0.45,0.216666667,0.15
74,Old,0.535052255,0.218832825,0.146132248,0.059871455,0.027331608,0.053632268,0.166474699,0.048355397,0.034785618,0.01398423,0.612005656,0.41296077,0.173013778,0.149617772,0.060759275,0.025350324,0.512740188,0.585049553,0.093491593,0.041675585,0.033836123,0.013607481,2.366666667,0.766666667,0.616666667,0.3,0.15,0.583333333,0.266666667,0.15
76,Old,0.174936148,0.239767154,0.123846432,0.057300597,0.025577972,0.083047784,0.23352463,0.060348043,0.030504259,0.011671292,0.409915656,0.096526632,0.203759881,0.115331732,0.056633742,0.027186408,0.312978309,0.07328766,0.205104316,0.059326602,0.029316038,0.011548741,0.933333333,0.9,0.566666667,0.283333333,0.133333333,0.866666667,0.283333333,0.15
76,Old,0.61144666,0.297563845,0.166743964,0.07491538,0.025292619,0.110382293,0.299434392,0.057572257,0.033801064,0.020279733,0.672128616,0.540642586,0.222278022,0.163680024,0.072785798,0.024724583,0.633344794,0.224920242,0.226976103,0.05764898,0.034290762,0.020434851,2.933333333,1.066666667,0.666666667,0.366666667,0.133333333,1.066666667,0.283333333,0.166666667
76,Old,0.61030199,0.331979322,0.177624687,0.077000782,0.031176482,0.131691345,0.349468247,0.064782512,0.035477961,0.015712179,0.655954897,0.530744908,0.20841783,0.173009411,0.071187334,0.032364543,0.596666186,0.22192131,0.286443736,0.065981197,0.035914472,0.014469107,3.2,1.216666667,0.683333333,0.35,0.15,1.116666667,0.283333333,0.166666667
77,Old,0.567630652,0.321361031,0.20123135,0.069879957,0.026787672,0.130198918,0.257304702,0.078462863,0.03178053,0.011964903,0.642407212,0.507121573,0.247795978,0.18238615,0.057988255,0.024365813,0.59191014,0.108378816,0.182865564,0.071168533,0.032061064,0.010424613,2.2,1.133333333,0.816666667,0.333333333,0.15,0.95,0.366666667,0.15
77,Old,0.613462702,0.342715179,0.147372259,0.068005374,0.030236226,0.195632256,0.26423371,0.079898414,0.035469923,0.01596378,0.681377118,0.54769371,0.258421536,0.141589915,0.070099004,0.029914668,0.652221324,0.073203648,0.162183635,0.080333283,0.035500212,0.01636102,3.1,1.116666667,0.566666667,0.316666667,0.15,1.016666667,0.366666667,0.166666667
77,Old,0.62521612,0.292231114,0.162199647,0.068561713,0.037669797,0.126733622,0.307260725,0.079368368,0.039564443,0.017022031,0.73090078,0.571955126,0.213890194,0.157978806,0.068490636,0.037711221,0.678971814,0.111508827,0.230887752,0.078525344,0.038604065,0.014709917,3.85,1.033333333,0.666666667,0.316666667,0.183333333,1.066666667,0.383333333,0.2
83,Old,0.229601065,0.133242437,0.105309254,0.064369969,0.029132465,0.054517708,0.127804825,0.053301168,0.02341583,0.011250951,0.550049245,0.15847436,0.081709412,0.088359109,0.065069966,0.028256073,0.37889503,0.540662555,0.056020279,0.044349949,0.024273017,0.01109932,1,0.516666667,0.45,0.3,0.15,0.533333333,0.266666667,0.1
83,Old,0.391058292,0.359815528,0.095083836,0.055541898,0.024711067,0.052376626,0.27967635,0.04321895,0.033178176,0.021110073,0.616245691,0.300877971,0.298057734,0.096796113,0.051256017,0.025234164,0.460552537,0.614213722,0.161084283,0.043276969,0.033404276,0.021498129,1.3,1.233333333,0.416666667,0.266666667,0.116666667,0.966666667,0.183333333,0.15
83,Old,0.365538108,0.350575333,0.117865399,0.060207998,0.034381937,0.053512317,0.230177341,0.071246383,0.039693073,0.015222589,0.590562579,0.311202283,0.276732245,0.098859092,0.061082364,0.03496848,0.483081217,0.446989416,0.134949716,0.069962907,0.037660721,0.015391215,1.65,1.216666667,0.5,0.283333333,0.166666667,0.916666667,0.35,0.2
84,Old,0.600444086,0.31467532,0.153069567,0.069386336,0.036878688,0.082031595,0.162733677,0.055731418,0.034295261,0.014836838,0.634274177,0.508418659,0.253752794,0.131985918,0.070301482,0.037121993,0.604874278,0.519251841,0.061846674,0.055035122,0.03143068,0.014891781,2.55,1.083333333,0.65,0.333333333,0.183333333,0.783333333,0.266666667,0.166666667
84,Old,0.586985283,0.346673778,0.126383142,0.062058531,0.033442353,0.055387181,0.220013513,0.068305984,0.035536873,0.016203385,0.648125975,0.491211439,0.293354028,0.112163118,0.063752993,0.031680161,0.569083638,0.519142561,0.107094565,0.067900811,0.036008553,0.016106343,2.566666667,1.083333333,0.516666667,0.283333333,0.166666667,0.95,0.3,0.166666667
84,Old,0.617582662,0.341301602,0.174239211,0.093074299,0.041887874,0.037411877,0.284912735,0.061396002,0.029191808,0.014049315,0.686462844,0.555285621,0.274156115,0.160690459,0.091717733,0.041552359,0.551233832,0.539102466,0.178236332,0.061829835,0.030443893,0.014530531,3.466666667,1.066666667,0.7,0.416666667,0.2,0.966666667,0.3,0.133333333
87,Old,0.615236264,0.327031663,0.165435388,0.076268769,0.040918423,0.063911199,0.473415448,0.082070375,0.04938401,0.023771138,0.669268332,0.541398621,0.300352125,0.161441102,0.075103391,0.037356219,0.509891353,0.609902161,0.391318451,0.083214628,0.050306268,0.023259352,2.816666667,1.033333333,0.683333333,0.35,0.216666667,1.55,0.366666667,0.233333333
87,Old,0.602997813,0.321998267,0.137101168,0.072118427,0.031888095,0.051721225,0.45855471,0.06409098,0.042747429,0.018949138,0.643602299,0.528378531,0.269174249,0.131173787,0.069684287,0.030749299,0.434949097,0.594243591,0.385063197,0.054775644,0.043246643,0.018874011,2.633333333,1,0.55,0.3,0.15,1.433333333,0.316666667,0.2
87,Old,0.601658436,0.38031489,0.126684896,0.066130226,0.036558354,0.0500672,0.306448653,0.078559281,0.05131764,0.014927142,0.649107776,0.527362885,0.324246677,0.127041789,0.06556146,0.035786967,0.452004569,0.587805086,0.206500154,0.065254972,0.051249398,0.013922386,2.55,1.216666667,0.533333333,0.3,0.166666667,1.05,0.383333333,0.233333333
88,Old,0.498180356,0.222426054,0.091415059,0.056210091,0.023824394,0.032122341,0.16851787,0.069951112,0.041804917,0.022714899,0.601754036,0.378478544,0.160226559,0.08176455,0.050179267,0.024356742,0.5295425,0.623145438,0.114670712,0.063999543,0.040013022,0.023152158,1.65,0.75,0.4,0.283333333,0.116666667,0.933333333,0.333333333,0.2
88,Old,0.383183059,0.260221652,0.091051025,0.046374547,0.03099277,0.037591419,0.121421624,0.066434184,0.029614038,0.017018756,0.587779799,0.273022867,0.163537778,0.080982296,0.045003088,0.03041517,0.518195688,0.600388788,0.054550862,0.06000524,0.021528237,0.014599207,1.633333333,0.916666667,0.4,0.216666667,0.15,0.433333333,0.316666667,0.166666667
88,Old,0.328968687,0.250194466,0.089632058,0.046062495,0.025457145,0.035291759,0.259684659,0.040524616,0.03276266,0.010845491,0.578808235,0.187246054,0.181154537,0.080947864,0.047497213,0.024613738,0.420181946,0.509349035,0.135066332,0.032570301,0.031784159,0.010766277,1.35,0.883333333,0.35,0.216666667,0.133333333,1.066666667,0.216666667,0.15
91,Old,0.627742625,0.484579326,0.122408059,0.064775367,0.026339903,0.041582992,0.293338896,0.086170694,0.04466952,0.013767841,0.712167365,0.595021581,0.408257376,0.115073018,0.063041103,0.02552477,0.582446004,0.600983951,0.230276521,0.087534734,0.035331239,0.014327901,4.366666667,1.683333333,0.483333333,0.3,0.15,0.883333333,0.4,0.233333333
91,Old,0.632843584,0.394102649,0.135007362,0.092814984,0.035935534,0.047735355,0.331820141,0.074985737,0.039167876,0.011478285,0.713218005,0.601040014,0.329461642,0.114040339,0.092292028,0.035044669,0.563572437,0.58555889,0.265765344,0.071907527,0.034095535,0.011479097,4.333333333,1.233333333,0.6,0.433333333,0.166666667,1.05,0.35,0.2
91,Old,0.623609365,0.3780525,0.178329171,0.068813431,0.037787799,0.055404114,0.460743919,0.083233971,0.044694467,0.021618976,0.703751853,0.585828608,0.312803621,0.177966162,0.069146123,0.036246096,0.513176449,0.602792791,0.38358185,0.081841115,0.042879428,0.020384931,3.783333333,1.166666667,0.716666667,0.3,0.183333333,1.466666667,0.4,0.233333333
93,Old,0.523292184,0.30738473,0.168991589,0.063244407,0.029213991,0.054264067,0.143343539,0.048865467,0.024692831,0.011662124,0.587786665,0.39065452,0.234243962,0.159361975,0.062296481,0.02866114,0.535408825,0.044933792,0.070047205,0.046777246,0.02447917,0.011128646,2.266666667,1.1,0.7,0.316666667,0.15,0.55,0.233333333,0.116666667
93,Old,0.367009353,0.280221249,0.117859024,0.049036505,0.029469133,0.05060654,0.27680541,0.047303536,0.027752235,0.017011705,0.559841184,0.265652734,0.20977563,0.119083865,0.049726041,0.029014109,0.394137913,0.31177876,0.158351781,0.042600867,0.028219418,0.017134215,1.1,0.983333333,0.516666667,0.233333333,0.15,1.166666667,0.233333333,0.15
93,Old,0.394983162,0.241713328,0.159882731,0.051020014,0.023884293,0.045502754,0.27755184,0.047814097,0.018703798,0.004523385,0.58447981,0.254778321,0.174305086,0.153550476,0.046940892,0.024035814,0.45578026,0.143327389,0.178380933,0.04415146,0.017374476,0.004000474,1.366666667,0.9,0.666666667,0.233333333,0.116666667,1.05,0.25,0.1
94,Old,0.593204927,0.313776231,0.173592686,0.065596789,0.034630847,0.145241574,0.280480123,0.080599463,0.0349829,0.01655743,0.659261488,0.538786045,0.229441372,0.158779147,0.06133808,0.033059494,0.666675816,0.210677107,0.205314879,0.076430533,0.035377612,0.016283783,2.516666667,1.116666667,0.7,0.316666667,0.183333333,1.016666667,0.383333333,0.166666667
94,Old,0.438840576,0.31461917,0.148354941,0.065691175,0.032213528,0.1332969,0.286684654,0.064084637,0.042430362,0.021499914,0.591172819,0.354175564,0.264205873,0.146734938,0.06684063,0.028817803,0.586282103,0.242733222,0.182481297,0.06676935,0.043139042,0.022058105,1.266666667,1.05,0.566666667,0.3,0.15,1,0.3,0.2
94,Old,0.425031607,0.364401029,0.165196473,0.074679915,0.037062545,0.107699436,0.30924143,0.086168775,0.042774891,0.020755548,0.595445461,0.339546892,0.285335405,0.154683826,0.075664493,0.037834194,0.602729977,0.261074994,0.205201804,0.080742827,0.043206831,0.020042256,1.55,1.25,0.65,0.35,0.183333333,1.133333333,0.4,0.216666667
96,Old,0.185995855,0.274094251,0.164771366,0.071050829,0.031492708,0.154049428,0.197295229,0.05629874,0.027160925,0.017788003,0.256808998,0.060147793,0.229985548,0.146976003,0.072001136,0.032358506,0.179799183,0.023557303,0.11157613,0.049949822,0.029230358,0.018276092,1.016666667,0.983333333,0.633333333,0.333333333,0.15,0.866666667,0.283333333,0.133333333
96,Old,0.626237373,0.299030153,0.184959534,0.067706277,0.033478667,0.074164267,0.296789706,0.078652712,0.030996564,0.014329635,0.642869376,0.566520502,0.234137937,0.169445386,0.064544297,0.033782677,0.616732907,0.436429235,0.234297367,0.077626805,0.030059444,0.012517559,3.483333333,1.083333333,0.75,0.35,0.15,1.033333333,0.366666667,0.15
96,Old,0.420653164,0.266975469,0.125301685,0.063626411,0.02849725,0.040631328,0.305785605,0.078113203,0.040596741,0.012618938,0.519180356,0.29983419,0.233690832,0.10592321,0.053699562,0.027638214,0.314766496,0.381572904,0.176146929,0.077210548,0.040618633,0.008582797,1.233333333,1.016666667,0.533333333,0.333333333,0.15,1.183333333,0.383333333,0.216666667
98,Old,0.652236074,0.254336597,0.185908439,0.079403631,0.033410937,0.125083654,0.246931609,0.084534736,0.03450616,0.010461271,0.847713298,0.610201404,0.15098878,0.174427644,0.076433199,0.033784446,0.716330676,0.490741905,0.163868646,0.078013711,0.034857422,0.00962658,5.766666667,1.033333333,0.733333333,0.383333333,0.15,0.933333333,0.416666667,0.166666667
98,Old,0.608936916,0.358151204,0.209540722,0.084900613,0.041177263,0.112797905,0.283470273,0.084204967,0.039066752,0.018011246,0.703631027,0.553623516,0.290457575,0.184695432,0.086443451,0.03961725,0.68566992,0.222900874,0.202601767,0.081773998,0.040690347,0.018329424,3.166666667,0.966666667,0.816666667,0.4,0.2,0.983333333,0.4,0.183333333
98,Old,0.616591648,0.309620905,0.149859122,0.086097525,0.052528017,0.121490117,0.310216278,0.083421864,0.038621872,0.019710474,0.714130833,0.561841787,0.244156667,0.146938663,0.08398106,0.051721942,0.670922348,0.498728341,0.224189604,0.083669468,0.034684049,0.020333781,3.433333333,1.05,0.6,0.383333333,0.266666667,1.05,0.383333333,0.2
103,Old,0.255916009,0.227993006,0.109310787,0.052031936,0.01915271,0.112938177,0.184853204,0.050647194,0.026346449,0.01420545,0.393775457,0.10183103,0.213899279,0.103292002,0.052457466,0.017962229,0.223392482,0.032464223,0.111180233,0.048605201,0.026566031,0.012521051,1.066666667,0.85,0.466666667,0.233333333,0.1,0.733333333,0.25,0.133333333
103,Old,0.431774814,0.283662671,0.127216593,0.058170002,0.024795457,0.078474942,0.226429746,0.038891843,0.029425879,0.017277675,0.541399892,0.300448452,0.221540406,0.130727872,0.059294802,0.023996838,0.304370259,0.473368928,0.114339187,0.037462586,0.030385952,0.017215224,1.533333333,1.116666667,0.466666667,0.266666667,0.133333333,0.9,0.15,0.133333333
