Subject,Type,ApEn.copx.IMF1,ApEn.copx.IMF2,ApEn.copx.IMF3,ApEn.copx.IMF4,ApEn.copx.IMF5,ApEn.copy,ApEn.copy.IMF2,ApEn.copy.IMF4,ApEn.copy.IMF5,ApEn.copy.IMF6,SampEn.copx,SampEn.copx.IMF1,SampEn.copx.IMF2,SampEn.copx.IMF3,SampEn.copx.IMF4,SampEn.copx.IMF5,SampEn.copy,SampEn.copy.IMF1,SampEn.copy.IMF2,SampEn.copy.IMF4,SampEn.copy.IMF5,SampEn.copy.IMF6,MF.copx.IMF1,MF.copx.IMF2,MF.copx.IMF3,MF.copx.IMF4,MF.copx.IMF5,MF.copy.IMF2,MF.copy.IMF4,MF.copy.IMF5
51,Fall,0.489280852,0.194331251,0.083356309,0.049322163,0.02429154,0.103690162,0.189319897,0.036491518,0.01843376,0.010833878,0.488349012,0.424225812,0.155448767,0.073858049,0.047509701,0.024104945,0.292630051,0.28679357,0.174097284,0.033938559,0.017590988,0.009809986,1.716666667,0.7,0.383333333,0.233333333,0.133333333,0.716666667,0.183333333,0.1
52,Fall,0.386135263,0.196758624,0.075446877,0.047945804,0.021552626,0.096055577,0.155229288,0.039035844,0.021436041,0.009993877,0.417845101,0.292314372,0.177998375,0.072193197,0.047079083,0.020401435,0.216742401,0.211499408,0.109064789,0.035729445,0.021494025,0.01015456,1.383333333,0.716666667,0.35,0.233333333,0.116666667,0.616666667,0.183333333,0.1
52,Fall,0.429915982,0.207681004,0.070799554,0.041807009,0.017289057,0.09346408,0.17152541,0.049355769,0.029170398,0.012968442,0.460352221,0.293179093,0.145500057,0.065043382,0.040232211,0.017057485,0.333018824,0.101239942,0.111200929,0.049773117,0.028024742,0.012100235,1.5,0.833333333,0.333333333,0.183333333,0.066666667,0.683333333,0.25,0.15
52,Fall,0.446579108,0.163942212,0.076062832,0.037623524,0.021752607,0.078627118,0.184415027,0.046035465,0.021418553,0.012048884,0.462092246,0.337405498,0.144456862,0.074336229,0.037408444,0.02136817,0.247328495,0.229783651,0.12013462,0.048212537,0.021358915,0.010928038,1.5,0.583333333,0.366666667,0.183333333,0.116666667,0.733333333,0.2,0.1
56,Fall,0.570529552,0.156235527,0.090289313,0.040054834,0.026675257,0.067854686,0.181661646,0.043713693,0.017881116,0.007577288,0.581958829,0.445790736,0.126662292,0.093025589,0.039350964,0.025560262,0.547708981,0.247791434,0.163619199,0.043428601,0.017711117,0.008085885,2.516666667,0.616666667,0.4,0.2,0.133333333,0.683333333,0.183333333,0.083333333
56,Fall,0.452807578,0.150548035,0.073153341,0.040941941,0.019214965,0.077298979,0.205601649,0.055622603,0.027564391,0.013294018,0.51158576,0.26535433,0.1097699,0.068454724,0.039775501,0.017935371,0.448446644,0.172461508,0.158226896,0.05569678,0.025138275,0.013225476,1.6,0.583333333,0.3,0.2,0.1,0.766666667,0.266666667,0.15
56,Fall,0.473017539,0.181754021,0.092612084,0.046809438,0.020272732,0.054530997,0.246740858,0.045404232,0.017828213,0.012801284,0.554389454,0.317386419,0.13019801,0.083541399,0.046861484,0.020160875,0.442197158,0.184463432,0.179034717,0.045236152,0.017862953,0.012923122,1.683333333,0.666666667,0.416666667,0.216666667,0.1,0.9,0.216666667,0.083333333
64,Fall,0.552857101,0.287094093,0.136658162,0.060582813,0.033614427,0.093983145,0.203144693,0.040896073,0.023584398,0.012429688,0.553853052,0.394465641,0.225466037,0.128793314,0.063135775,0.03346389,0.3615583,0.343401888,0.12860037,0.038776464,0.022870574,0.011807841,2.483333333,0.966666667,0.6,0.283333333,0.183333333,0.816666667,0.2,0.133333333
64,Fall,0.548929518,0.302181794,0.150766267,0.064190674,0.03403191,0.09162916,0.195255515,0.042833506,0.027729086,0.018422356,0.560246877,0.439983359,0.263023151,0.143431926,0.065948012,0.034551966,0.335338824,0.440243454,0.146639765,0.043338613,0.029399756,0.018538907,2.316666667,1.033333333,0.6,0.283333333,0.166666667,0.783333333,0.2,0.133333333
64,Fall,0.530209567,0.292628518,0.146666117,0.066419011,0.025204996,0.084131922,0.199369397,0.039501159,0.019936288,0.012431448,0.551287032,0.379221523,0.240138253,0.138688073,0.067183259,0.024848021,0.358078178,0.133812264,0.125565568,0.040774753,0.019740216,0.00944406,2.366666667,1,0.616666667,0.316666667,0.133333333,0.833333333,0.183333333,0.1
72,Fall,0.594213489,0.266487132,0.075728303,0.047968773,0.025037755,0.136224999,0.239516019,0.069422436,0.031831437,0.015187279,0.608596069,0.55183642,0.26400316,0.075333075,0.049508521,0.024885391,0.551860133,0.445328573,0.195594256,0.069787157,0.031771277,0.015340982,2.683333333,0.966666667,0.333333333,0.233333333,0.133333333,0.8,0.35,0.166666667
72,Fall,0.534192416,0.252889127,0.088885647,0.039901473,0.02278298,0.153083933,0.198819277,0.056698235,0.033571943,0.017568785,0.563125247,0.386677024,0.191425946,0.088070474,0.039441397,0.021364404,0.484039351,0.278614197,0.149007288,0.055990494,0.033585055,0.016306969,2.25,0.9,0.4,0.166666667,0.1,0.683333333,0.25,0.166666667
72,Fall,0.57220268,0.247320758,0.101095375,0.052403339,0.029028455,0.115064661,0.2339087,0.044172561,0.023615923,0.012100459,0.571688537,0.499427337,0.242711617,0.089752768,0.053334962,0.027452085,0.468265717,0.355931129,0.162115416,0.044797491,0.022831429,0.012173528,2.383333333,0.866666667,0.45,0.25,0.15,0.9,0.216666667,0.116666667
75,Fall,0.470516982,0.19492175,0.07311363,0.042978383,0.021465497,0.10250312,0.231711326,0.038676796,0.019458405,0.012464949,0.472962852,0.383098193,0.18981929,0.067882143,0.044111822,0.021106058,0.327323484,0.263586059,0.17612273,0.038012456,0.019681242,0.012609029,1.65,0.75,0.316666667,0.2,0.1,0.866666667,0.183333333,0.1
75,Fall,0.446162986,0.227053468,0.066400553,0.045324394,0.019853457,0.087755646,0.26119264,0.046278511,0.015890665,0.007732825,0.453035328,0.34256907,0.210476593,0.05767754,0.045184707,0.018639571,0.270796552,0.240898356,0.197819625,0.044016005,0.016245482,0.008152683,1.65,0.883333333,0.316666667,0.233333333,0.1,0.95,0.216666667,0.083333333
75,Fall,0.48989087,0.21367205,0.092198294,0.051448216,0.028702946,0.089255126,0.173286743,0.051487842,0.026821668,0.01801588,0.512990792,0.426767045,0.196505726,0.094168015,0.050807315,0.029384898,0.332829662,0.22198815,0.146943128,0.047822357,0.027664216,0.018250974,1.733333333,0.833333333,0.416666667,0.25,0.133333333,0.583333333,0.25,0.133333333
78,Fall,0.448466989,0.225458172,0.109364212,0.061190316,0.029276706,0.095015322,0.243647407,0.052225835,0.025266185,0.016642659,0.518804159,0.324656929,0.205207173,0.106173006,0.061525307,0.028064361,0.368965079,0.203729106,0.211743823,0.053000829,0.025344568,0.017278411,1.55,0.783333333,0.483333333,0.3,0.15,0.866666667,0.25,0.133333333
78,Fall,0.440416958,0.259542656,0.105588161,0.044090105,0.020982401,0.071818497,0.197493469,0.049194781,0.025606829,0.016772834,0.52522571,0.298502362,0.243346732,0.104244905,0.043814957,0.020607789,0.30965853,0.219353286,0.147586208,0.04631565,0.022656877,0.017339954,1.65,0.916666667,0.466666667,0.2,0.1,0.716666667,0.25,0.133333333
78,Fall,0.441805855,0.194893504,0.102258031,0.058839546,0.029717743,0.06202585,0.396736988,0.043256677,0.030816712,0.013490351,0.482734199,0.290981842,0.147629553,0.095146366,0.058347966,0.027782743,0.194709556,0.295488859,0.320618214,0.042234992,0.031383248,0.013916375,1.616666667,0.75,0.466666667,0.3,0.15,1.3,0.2,0.15
79,Fall,0.491046138,0.170383987,0.093149961,0.043271632,0.028064094,0.104412027,0.190025261,0.057706488,0.024629391,0.01460443,0.580535727,0.354127105,0.143664944,0.090890191,0.043376585,0.028727826,0.526332101,0.492663843,0.129686099,0.057474749,0.024413647,0.013060028,1.716666667,0.65,0.433333333,0.216666667,0.133333333,0.716666667,0.283333333,0.116666667
79,Fall,0.474114668,0.188329951,0.088009508,0.048111203,0.023801478,0.060615072,0.166572332,0.052809264,0.028001873,0.013292351,0.572821131,0.318048264,0.156777507,0.090266215,0.049470156,0.022007446,0.423179601,0.434566256,0.106877041,0.050403814,0.022707752,0.011647068,1.633333333,0.683333333,0.366666667,0.233333333,0.116666667,0.716666667,0.25,0.15
79,Fall,0.478985355,0.169267209,0.081673345,0.033756935,0.019701932,0.075381498,0.215439611,0.054247597,0.028644405,0.013741241,0.567883713,0.327880887,0.148527501,0.081599375,0.03407378,0.019492861,0.467277842,0.21985156,0.167236326,0.053111296,0.025634198,0.013230743,1.816666667,0.633333333,0.366666667,0.15,0.1,0.833333333,0.266666667,0.15
81,Fall,0.466440875,0.225631247,0.072285533,0.029542658,0.015931651,0.063479316,0.110359619,0.035514593,0.026490847,0.010393843,0.466073116,0.371914477,0.165321761,0.06220996,0.028461294,0.01608981,0.371489288,0.218620564,0.07286985,0.033412751,0.026588824,0.008956844,1.8,0.916666667,0.35,0.15,0.083333333,0.483333333,0.166666667,0.133333333
81,Fall,0.526454316,0.146295989,0.079119719,0.045313269,0.022064499,0.066982276,0.115342461,0.045010394,0.023304405,0.013337555,0.461492539,0.410166538,0.111025422,0.076378936,0.042870012,0.020737588,0.415194807,0.226618952,0.06709751,0.041830666,0.023386176,0.01390631,1.983333333,0.666666667,0.366666667,0.233333333,0.116666667,0.533333333,0.2,0.116666667
81,Fall,0.466603598,0.205384421,0.088303669,0.041192777,0.018983705,0.072114224,0.099962975,0.032407916,0.011241631,0.009507023,0.471289367,0.374596767,0.15234154,0.082596864,0.04014025,0.019319228,0.367902699,0.186899662,0.058273896,0.032549621,0.011527253,0.008967985,1.433333333,0.816666667,0.383333333,0.166666667,0.083333333,0.466666667,0.15,0.05
82,Fall,0.382108747,0.149798028,0.075311753,0.037976418,0.018930131,0.08486767,0.107058343,0.03722708,0.020305021,0.010605802,0.487947094,0.268741637,0.12660624,0.075050436,0.036857787,0.018731116,0.381316465,0.112341557,0.065816001,0.036779931,0.019869609,0.010685964,1.433333333,0.483333333,0.333333333,0.183333333,0.1,0.483333333,0.183333333,0.116666667
82,Fall,0.382108747,0.149798028,0.075311753,0.037976418,0.018930131,0.08486767,0.107058343,0.03722708,0.020305021,0.010605802,0.487947094,0.268741637,0.12660624,0.075050436,0.036857787,0.018731116,0.381316465,0.112341557,0.065816001,0.036779931,0.019869609,0.010685964,1.433333333,0.483333333,0.333333333,0.183333333,0.1,0.483333333,0.183333333,0.116666667
82,Fall,0.452584847,0.131912422,0.082381372,0.039326892,0.018494002,0.077030914,0.154736399,0.042297977,0.018687081,0.010067589,0.483856517,0.336911665,0.111378981,0.074435653,0.040657907,0.018769143,0.430446114,0.240943432,0.117289363,0.043024526,0.019182853,0.009153894,1.583333333,0.533333333,0.383333333,0.183333333,0.1,0.65,0.2,0.1
85,Fall,0.562530458,0.196475483,0.123072773,0.068350008,0.025225579,0.111002087,0.195926623,0.057827778,0.026939215,0.016137524,0.549844423,0.433198349,0.170993934,0.11880865,0.067169314,0.021645784,0.384259966,0.428373335,0.147023187,0.055754031,0.02040157,0.016132235,2.516666667,0.666666667,0.5,0.333333333,0.133333333,0.5,0.283333333,0.15
85,Fall,0.55360948,0.238913732,0.097026863,0.052362279,0.024572889,0.091813771,0.279588778,0.051696021,0.022824248,0.012035426,0.557571421,0.421827207,0.194446267,0.08900096,0.053070734,0.024303648,0.391455744,0.391943261,0.245045942,0.050277543,0.023373809,0.00846519,2.316666667,0.816666667,0.433333333,0.25,0.133333333,0.816666667,0.25,0.1
85,Fall,0.564646424,0.361385724,0.129772723,0.060016153,0.032322992,0.113354157,0.240807913,0.057175959,0.024693766,0.013832672,0.54927973,0.455199584,0.29644233,0.125036571,0.051048251,0.032635612,0.40762833,0.368056894,0.173570356,0.054269322,0.025445156,0.01422843,2.35,1.233333333,0.516666667,0.316666667,0.15,0.783333333,0.283333333,0.116666667
92,Fall,0.552057303,0.246531229,0.11727398,0.053495209,0.026255342,0.100844156,0.235284899,0.043167421,0.030012274,0.016374933,0.591095542,0.462996714,0.233505511,0.120633404,0.055196633,0.026337974,0.431814465,0.333458814,0.174938115,0.044691909,0.030454751,0.016219805,2.183333333,0.85,0.5,0.266666667,0.133333333,0.85,0.216666667,0.15
92,Fall,0.534480384,0.283331992,0.111529161,0.053716383,0.022247821,0.086778917,0.249954583,0.050168254,0.021583768,0.009245319,0.576251406,0.417207083,0.236098509,0.111217151,0.055316917,0.020422558,0.472747058,0.22786398,0.202962153,0.051227166,0.021623485,0.008702422,2.583333333,0.95,0.5,0.233333333,0.116666667,0.85,0.233333333,0.116666667
92,Fall,0.486544348,0.246035638,0.11781289,0.057298103,0.027290005,0.081216798,0.286840144,0.051306173,0.032018012,0.015076827,0.532005248,0.374409475,0.218841766,0.119810375,0.053008395,0.028241571,0.326882222,0.246839446,0.195462622,0.052025336,0.033178962,0.01420298,1.683333333,0.866666667,0.516666667,0.3,0.116666667,1.083333333,0.233333333,0.166666667
95,Fall,0.584341675,0.32550795,0.10618642,0.065544002,0.034647611,0.087143758,0.218308898,0.064169056,0.028831649,0.018633739,0.572192262,0.513655326,0.295018655,0.109525455,0.064444282,0.035119914,0.477306497,0.324752364,0.168431842,0.063487056,0.029110613,0.018345742,2.483333333,1.133333333,0.466666667,0.316666667,0.166666667,0.7,0.3,0.133333333
95,Fall,0.566408456,0.255846204,0.090449248,0.049050383,0.02852332,0.079759803,0.160776036,0.060407866,0.026907449,0.012598843,0.610177056,0.468256176,0.220524392,0.086866607,0.050731307,0.02771207,0.469102506,0.402975812,0.11852881,0.058307931,0.026259877,0.012106032,2.266666667,0.916666667,0.416666667,0.216666667,0.15,0.566666667,0.266666667,0.133333333
95,Fall,0.529789736,0.223766538,0.089405832,0.05094111,0.02145401,0.085556148,0.227017883,0.050814267,0.025316801,0.013050897,0.564678069,0.44439991,0.189436001,0.086701011,0.050478307,0.02088417,0.418063486,0.35116119,0.161445456,0.050734067,0.025392551,0.012559207,1.866666667,0.816666667,0.416666667,0.25,0.116666667,0.766666667,0.233333333,0.133333333
100,Fall,0.438473141,0.218781085,0.066908452,0.034437968,0.019265753,0.073682756,0.136768548,0.039852187,0.021772039,0.010591089,0.515122759,0.320483496,0.15820837,0.067418668,0.033662306,0.017821263,0.448093953,0.175199233,0.109617617,0.039154757,0.02167243,0.010288675,1.366666667,0.883333333,0.3,0.15,0.1,0.533333333,0.2,0.116666667
100,Fall,0.370585535,0.161358003,0.085932924,0.029180791,0.013620957,0.057520098,0.177695405,0.04705301,0.018500377,0.012787529,0.477454074,0.250039816,0.156098586,0.085059672,0.029748009,0.013706411,0.269072244,0.355579586,0.137256137,0.049248274,0.018371692,0.011436598,1.216666667,0.633333333,0.4,0.133333333,0.066666667,0.666666667,0.216666667,0.1
100,Fall,0.427599024,0.191148976,0.077196382,0.025782664,0.020292522,0.044515361,0.174949173,0.04301091,0.013192875,0.007152114,0.471641159,0.336977357,0.151076816,0.079798116,0.023778058,0.020175776,0.343149493,0.068500048,0.133492968,0.040778912,0.013787997,0.006085008,1.383333333,0.766666667,0.35,0.116666667,0.1,0.65,0.2,0.05
102,Fall,0.522803906,0.254875768,0.123321927,0.072883908,0.03321744,0.122692869,0.248994533,0.059638405,0.024334556,0.012326225,0.561082841,0.425090856,0.230542141,0.108286393,0.074247191,0.034314566,0.460823875,0.342306517,0.201750242,0.060668944,0.024459625,0.012071544,1.9,0.9,0.533333333,0.333333333,0.15,0.766666667,0.3,0.133333333
102,Fall,0.529865363,0.223637884,0.109063598,0.044505329,0.03375285,0.114698722,0.277820425,0.057190167,0.028986555,0.013787147,0.546224323,0.445163124,0.204771891,0.10188934,0.042110877,0.032462293,0.400668851,0.416661196,0.242784903,0.048573084,0.030137727,0.01385047,1.983333333,0.833333333,0.5,0.2,0.166666667,0.95,0.266666667,0.15
102,Fall,0.507196,0.25953818,0.123993467,0.051687381,0.028116346,0.123903645,0.200292388,0.058818223,0.025599695,0.015572497,0.526502221,0.394901839,0.243518661,0.113207521,0.045438045,0.028039685,0.391882375,0.361797852,0.156773299,0.059171344,0.024949558,0.015303031,1.683333333,0.9,0.566666667,0.283333333,0.15,0.733333333,0.283333333,0.133333333
105,Fall,0.444933916,0.161906174,0.082211553,0.045017416,0.023282918,0.063316531,0.252826725,0.053275495,0.029351006,0.00819121,0.512828944,0.341582549,0.127397826,0.077106009,0.039967948,0.023699941,0.369783419,0.10979549,0.171024144,0.051781629,0.024928118,0.007920642,1.433333333,0.6,0.366666667,0.233333333,0.116666667,0.966666667,0.25,0.15
105,Fall,0.549923065,0.30931894,0.101316976,0.069549356,0.027925077,0.05149514,0.192663094,0.047780735,0.024135259,0.008876279,0.577036352,0.449189111,0.247391312,0.09475979,0.05863872,0.027166378,0.526223616,0.274092372,0.146160436,0.04561989,0.024763641,0.0072207,2.033333333,1.083333333,0.4,0.35,0.133333333,0.733333333,0.233333333,0.116666667
105,Fall,0.440418347,0.222655826,0.07055465,0.048545345,0.028488474,0.059176261,0.228288871,0.043487462,0.017837721,0.006147397,0.505393458,0.307946669,0.158425625,0.065114442,0.045225972,0.027681767,0.473433105,0.232899464,0.17623707,0.042125188,0.018083228,0.004638412,1.5,0.85,0.3,0.233333333,0.15,0.85,0.2,0.083333333
108,Fall,0.547640589,0.167474041,0.100518888,0.049630285,0.030321951,0.055754438,0.181413737,0.046740619,0.023652049,0.015525842,0.564406764,0.507686973,0.128618915,0.097575669,0.046741092,0.029974789,0.328199658,0.392168847,0.129910288,0.045102528,0.024011928,0.012469646,2.05,0.633333333,0.45,0.25,0.15,0.633333333,0.233333333,0.116666667
108,Fall,0.562670625,0.19761962,0.108794526,0.052603242,0.028235606,0.06625068,0.18100764,0.044644867,0.022955732,0.010572508,0.556044957,0.517983389,0.161888155,0.109544414,0.047887313,0.028375374,0.359355867,0.37207233,0.14276648,0.039815352,0.023836399,0.009397712,2.183333333,0.733333333,0.466666667,0.266666667,0.133333333,0.65,0.2,0.116666667
108,Fall,0.588296397,0.212780192,0.095344562,0.05636045,0.020093289,0.094138892,0.177112393,0.029366643,0.022396103,0.010203313,0.594058844,0.547488799,0.187887209,0.083691913,0.05510074,0.018169173,0.433400479,0.380575449,0.108030372,0.028896585,0.022043093,0.009416961,2.666666667,0.75,0.45,0.266666667,0.116666667,0.7,0.15,0.116666667
110,Fall,0.460629377,0.122075719,0.076561108,0.038334315,0.02075273,0.074678017,0.164351735,0.047206194,0.032220338,0.015466116,0.521910643,0.329924672,0.09583955,0.068677468,0.036933696,0.021554121,0.477300164,0.126683691,0.122959864,0.047314343,0.027966256,0.013737208,1.566666667,0.466666667,0.366666667,0.183333333,0.1,0.616666667,0.233333333,0.166666667
110,Fall,0.453412635,0.208931593,0.084162848,0.048700449,0.02613103,0.078074053,0.230580254,0.047537352,0.028681643,0.016277781,0.49801282,0.319262872,0.185201805,0.066246586,0.043831947,0.027378271,0.503574394,0.290891175,0.187807005,0.043500214,0.028071057,0.016683403,1.466666667,0.75,0.4,0.233333333,0.133333333,0.833333333,0.233333333,0.15
110,Fall,0.53238708,0.236025353,0.088221916,0.040191967,0.026873423,0.077631442,0.228021691,0.046837087,0.020234268,0.016492744,0.55920126,0.428969834,0.213200325,0.083080579,0.039695645,0.027253224,0.511704984,0.189839028,0.164091515,0.046065624,0.020194991,0.015945303,1.933333333,0.85,0.4,0.183333333,0.133333333,0.85,0.216666667,0.1
113,Fall,0.429374761,0.167008215,0.106194474,0.069391971,0.031101071,0.06732021,0.152200401,0.046752206,0.023060799,0.006065089,0.485487729,0.29917889,0.132961543,0.102351415,0.065623037,0.030031409,0.346691033,0.209839634,0.111806508,0.044050389,0.020653794,0.004910134,1.333333333,0.683333333,0.466666667,0.35,0.15,0.633333333,0.216666667,0.116666667
113,Fall,0.511152684,0.205987086,0.08158887,0.050097769,0.02627006,0.074361398,0.181331649,0.036606917,0.013825664,0.009052231,0.545877099,0.424806859,0.179754523,0.078528012,0.052063631,0.027153662,0.482500752,0.226454118,0.154036225,0.038226685,0.013678166,0.007811975,1.75,0.733333333,0.366666667,0.233333333,0.133333333,0.683333333,0.166666667,0.066666667
113,Fall,0.385248766,0.161157308,0.056915446,0.03396742,0.017946964,0.053820971,0.207933031,0.050730755,0.020997685,0.009865024,0.456924981,0.272721625,0.121787419,0.055530483,0.032924704,0.017048443,0.320159506,0.236754746,0.144965323,0.04914477,0.01991368,0.010273306,1.266666667,0.666666667,0.25,0.166666667,0.1,0.85,0.25,0.1
121,Fall,0.566592671,0.133035562,0.087217016,0.049283777,0.026581597,0.099131079,0.154429524,0.039595137,0.0179276,0.008616092,0.585103754,0.502012003,0.088970589,0.084521991,0.048641632,0.02427433,0.544648503,0.095837848,0.124528043,0.041041869,0.015439349,0.00822167,2.45,0.55,0.4,0.25,0.15,0.633333333,0.2,0.1
121,Fall,0.37645054,0.1815874,0.077418399,0.044731919,0.023766893,0.089047973,0.196233515,0.035889227,0.020807211,0.011425189,0.460906084,0.246560453,0.125982491,0.074747526,0.046347486,0.024790468,0.416717621,0.092951819,0.175577001,0.036895134,0.019808881,0.011474507,1.266666667,0.7,0.316666667,0.216666667,0.116666667,0.766666667,0.183333333,0.1
121,Fall,0.470311462,0.206185886,0.083293676,0.036662028,0.018466863,0.09518234,0.160346865,0.029770687,0.012674917,0,0.554612729,0.380418329,0.201958696,0.083600271,0.038236055,0.018488939,0.426715277,0.064322017,0.152702703,0.029474265,0.012139043,0,1.55,0.766666667,0.4,0.166666667,0.083333333,0.6,0.15,0.066666667
132,Fall,0.510613626,0.274075401,0.118288762,0.071807469,0.026942424,0.089512824,0.179157726,0.046574041,0.028359277,0.013404979,0.57725919,0.379671192,0.236959214,0.111829271,0.069619537,0.027559154,0.428821779,0.358833924,0.128339237,0.047326837,0.026400785,0.012899165,1.833333333,0.983333333,0.516666667,0.35,0.133333333,0.616666667,0.216666667,0.15
132,Fall,0.439838828,0.252036618,0.08656842,0.046241187,0.023442087,0.083399087,0.188236315,0.032822394,0.023080568,0.00839869,0.536212373,0.318428978,0.214517199,0.084256967,0.04520771,0.022553202,0.44571091,0.362527539,0.139804042,0.029799993,0.016150734,0.00850896,1.083333333,0.883333333,0.366666667,0.233333333,0.116666667,0.666666667,0.15,0.133333333
132,Fall,0.414384752,0.200932723,0.080775853,0.051255196,0.0247784,0.081502982,0.229599113,0.055462696,0.020067491,0.012691331,0.522702376,0.285426935,0.173544045,0.076222768,0.05047436,0.020688838,0.445802065,0.219345229,0.183058027,0.055900356,0.020349621,0.011687027,1.15,0.766666667,0.333333333,0.25,0.133333333,0.783333333,0.266666667,0.1
149,Fall,0.590207154,0.179591069,0.089860174,0.053305998,0.027892364,0.091931801,0.255719758,0.057457363,0.028030534,0.010521872,0.600391375,0.520269966,0.155054195,0.076003313,0.053896835,0.025224233,0.507051977,0.471177628,0.208405702,0.057433901,0.028240298,0.010858574,2.55,0.616666667,0.433333333,0.266666667,0.15,0.85,0.283333333,0.133333333
149,Fall,0.562764304,0.309944972,0.096049059,0.053588479,0.028976434,0.085003136,0.159595503,0.037779843,0.018686449,0.010891972,0.591194298,0.472606618,0.28064418,0.093779956,0.050765212,0.028990952,0.488908584,0.377929883,0.130954761,0.038603833,0.016937812,0.010220186,2.133333333,1.133333333,0.416666667,0.266666667,0.15,0.55,0.183333333,0.1
149,Fall,0.547528526,0.270718449,0.096773752,0.049272178,0.02524341,0.075609022,0.241172109,0.050959182,0.024560627,0.01447446,0.555094574,0.461548794,0.212976271,0.090121052,0.049544327,0.025926228,0.44710391,0.342069697,0.20288684,0.049318733,0.025395008,0.013721124,2.166666667,1,0.45,0.216666667,0.133333333,0.816666667,0.25,0.116666667
150,Fall,0.449580747,0.21939189,0.089468156,0.051491024,0.02167661,0.106764935,0.159116905,0.056113054,0.028348012,0.010843186,0.505088689,0.3457373,0.168518108,0.086440751,0.050594553,0.020432182,0.329023592,0.259218555,0.118450099,0.057802806,0.029248085,0.009972234,1.55,0.833333333,0.416666667,0.233333333,0.116666667,0.6,0.266666667,0.15
150,Fall,0.408950362,0.210309968,0.0801648,0.042227651,0.02357422,0.103095685,0.219955705,0.053822094,0.02919293,0.012423164,0.447512784,0.338040085,0.187947446,0.081778144,0.040538997,0.024433233,0.270147573,0.232171033,0.175126136,0.055496508,0.028886309,0.013000542,1.35,0.8,0.383333333,0.216666667,0.1,0.833333333,0.25,0.15
150,Fall,0.468143757,0.174078451,0.081897733,0.038501087,0.011720014,0.075556063,0.188733345,0.050837555,0.02482959,0.009668662,0.4731084,0.367314644,0.152123397,0.079372596,0.036393713,0.010600383,0.32391961,0.302294541,0.116694661,0.050345736,0.022912795,0.009953191,1.633333333,0.666666667,0.366666667,0.183333333,0.066666667,0.716666667,0.25,0.116666667
157,Fall,0.588548295,0.223268651,0.110646212,0.050768171,0.038674062,0.124538359,0.228573882,0.056899965,0.027729182,0.012618587,0.593356929,0.484293732,0.183932252,0.094011274,0.048562868,0.033705715,0.529680678,0.327777792,0.189641991,0.054697165,0.026189067,0.011406691,2.666666667,0.766666667,0.483333333,0.233333333,0.216666667,0.75,0.266666667,0.133333333
157,Fall,0.471120315,0.246050549,0.103997438,0.064491533,0.029032652,0.115203788,0.222191283,0.066233105,0.027822939,0.011442453,0.489001111,0.368771319,0.167824065,0.094259362,0.061408484,0.028956682,0.426324748,0.386532455,0.15479782,0.062917195,0.026653207,0.011156686,2.016666667,0.916666667,0.466666667,0.3,0.15,0.8,0.316666667,0.133333333
157,Fall,0.502811,0.2184386,0.1021362,0.06246433,0.02918241,0.09793053,0.222478,0.05845488,0.03258951,0.01788692,0.5235368,0.3594165,0.1705524,0.09745225,0.06246298,0.02893098,0.4495694,0.3674751,0.1512281,0.0523467,0.03301961,0.01718175,2.633333,0.8166667,0.4333333,0.3,0.15,0.7833333,0.2666667,0.15
4,Fall,0.543001194,0.171391697,0.089656625,0.047503994,0.014811929,0.065391051,0.176126726,0.051816746,0.027062351,0.011597023,0.57667812,0.477472955,0.147778104,0.090399573,0.047804973,0.014950192,0.427499605,0.437903007,0.141015304,0.050635406,0.022016524,0.011437222,2.05,0.65,0.416666667,0.25,0.083333333,0.583333333,0.25,0.133333333
4,Fall,0.390315063,0.114061452,0.052468726,0.037011995,0.017870017,0.051615106,0.106964241,0.038016938,0.012849023,0.009368232,0.423317318,0.311824866,0.106235751,0.051040832,0.036972345,0.016122392,0.353273758,0.214043108,0.074043023,0.037615738,0.013158442,0.008627942,1.316666667,0.466666667,0.233333333,0.166666667,0.083333333,0.466666667,0.183333333,0.05
4,Fall,0.452647702,0.135839874,0.067249357,0.036552419,0.018765593,0.053514989,0.078012238,0.04006183,0.017845141,0.005233144,0.489244749,0.317189795,0.109478802,0.06091189,0.037474152,0.018980339,0.433128538,0.237352925,0.059403841,0.040845463,0.017951869,0.004679745,1.633333333,0.516666667,0.333333333,0.166666667,0.1,0.266666667,0.2,0.1
49,Fall,0.440899162,0.163538069,0.096017896,0.039093436,0.02116736,0.103408585,0.174478916,0.056757916,0.025473023,0.011640532,0.506943399,0.33300061,0.13269908,0.087742977,0.040214116,0.019635865,0.436524508,0.253011778,0.130461722,0.057555727,0.025252455,0.011203757,1.366666667,0.65,0.45,0.183333333,0.083333333,0.633333333,0.266666667,0.133333333
49,Fall,0.490781798,0.17956344,0.078806898,0.040620063,0.017491802,0.099693574,0.250317094,0.055319964,0.024556878,0.010765822,0.533191545,0.390492282,0.154454477,0.079054981,0.040951062,0.01346934,0.459886132,0.254750756,0.21029763,0.053808167,0.023785098,0.010757021,1.8,0.666666667,0.383333333,0.183333333,0.1,0.8,0.266666667,0.116666667
